Date,Regroupement,Croisement,Nom,vac_quo_1_n,vac_quo_2_n,vac_cum_1_n,vac_cum_2_n,vac_quo_tot_n,vac_cum_tot_n,cvac_cum_tot_1_p
2020-12-15,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,3,3,
2020-12-15,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,927,988,
2020-12-15,Groupe prioritaire,TOT,Total,,,,,1166,1457,
2020-12-16,Région,RSS00,Inconnue,,,,,76,195,0.063642275
2020-12-16,Région,RSS01,01 - Bas-Saint-Laurent,,,,,0,1,0.000508577
2020-12-16,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,1,4,0.00145846
2020-12-16,Région,RSS03,03 - Capitale-Nationale,,,,,482,1224,0.165947745
2020-12-16,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,3,8,0.00154934
2020-12-16,Région,RSS05,05 - Estrie,,,,,1,1,0.000203976
2020-12-16,Région,RSS06,06 - Montréal,,,,,282,746,0.0402093
2020-12-16,Région,RSS07,07 - Outaouais,,,,,0,0,0
2020-12-16,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,1,1,0.000685876
2020-12-16,Région,RSS09,09 - Côte-Nord,,,,,1,2,0.00111868
2020-12-16,Région,RSS10,10 - Nord-du-Québec,,,,,0,0,0
2020-12-16,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,0,0,0
2020-12-16,Région,RSS12,12 - Chaudière-Appalaches,,,,,40,90,0.0211106
2020-12-16,Région,RSS13,13 - Laval,,,,,16,41,0.0096772
2020-12-16,Région,RSS14,14 - Lanaudière,,,,,3,4,0.000768799
2020-12-16,Région,RSS15,15 - Laurentides,,,,,5,13,0.00209541
2020-12-16,Région,RSS16,16 - Montérégie,,,,,38,76,0.00542866
2020-12-16,Région,RSS17,17 - Nunavik,,,,,0,0,0
2020-12-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,0,0
2020-12-16,Région,RSS98,Hors Québec,,,,,0,0,0
2020-12-16,Région,RSS99,Ensemble du Québec,,,,,949,2406,0.0278371
2020-12-16,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,1,0
2020-12-16,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,852,1763,0.0371259
2020-12-16,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,87,227,0.0207545
2020-12-16,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,9,87,0.0113625
2020-12-16,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1,328,0.068668864
2020-12-16,Groupe d'âge 1,TOT,Total,,,,,949,2406,0.0278371
2020-12-16,Sexe,FEM,Féminin,,,,,672,1686,
2020-12-16,Sexe,INC,Inconnu,,,,,3,3,
2020-12-16,Sexe,MASC,Masculin,,,,,274,717,
2020-12-16,Sexe,TOT,Total,,,,,949,2406,
2020-12-16,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,9,15,
2020-12-16,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,1,461,
2020-12-16,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,0,0,
2020-12-16,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,0,3,
2020-12-16,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,939,1927,
2020-12-16,Groupe prioritaire,TOT,Total,,,,,949,2406,
2020-12-17,Région,RSS00,Inconnue,,,,,76,271,0.089929302
2020-12-17,Région,RSS01,01 - Bas-Saint-Laurent,,,,,2,3,0.00152573
2020-12-17,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,1,5,0.00182308
2020-12-17,Région,RSS03,03 - Capitale-Nationale,,,,,442,1666,0.227430481
2020-12-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,6,14,0.00271135
2020-12-17,Région,RSS05,05 - Estrie,,,,,1,2,0.000407952
2020-12-17,Région,RSS06,06 - Montréal,,,,,267,1013,0.0547763
2020-12-17,Région,RSS07,07 - Outaouais,,,,,2,2,0.000528562
2020-12-17,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,0,1,0.000685876
2020-12-17,Région,RSS09,09 - Côte-Nord,,,,,0,2,0.00111868
2020-12-17,Région,RSS10,10 - Nord-du-Québec,,,,,0,0,0
2020-12-17,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,0,0,0
2020-12-17,Région,RSS12,12 - Chaudière-Appalaches,,,,,34,124,0.0290857
2020-12-17,Région,RSS13,13 - Laval,,,,,16,57,0.0134537
2020-12-17,Région,RSS14,14 - Lanaudière,,,,,6,10,0.001922
2020-12-17,Région,RSS15,15 - Laurentides,,,,,6,19,0.00306252
2020-12-17,Région,RSS16,16 - Montérégie,,,,,40,116,0.0082859
2020-12-17,Région,RSS17,17 - Nunavik,,,,,0,0,0
2020-12-17,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,0,0
2020-12-17,Région,RSS98,Hors Québec,,,,,0,0,0
2020-12-17,Région,RSS99,Ensemble du Québec,,,,,899,3305,0.0384681
2020-12-17,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,1,0
2020-12-17,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,807,2570,0.0540572
2020-12-17,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,79,306,0.0285374
2020-12-17,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,8,95,0.0124195
2020-12-17,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,5,333,0.069877823
2020-12-17,Groupe d'âge 1,TOT,Total,,,,,899,3305,0.0384681
2020-12-17,Sexe,FEM,Féminin,,,,,634,2320,
2020-12-17,Sexe,INC,Inconnu,,,,,1,4,
2020-12-17,Sexe,MASC,Masculin,,,,,264,981,
2020-12-17,Sexe,TOT,Total,,,,,899,3305,
2020-12-17,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,1,16,
2020-12-17,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,6,467,
2020-12-17,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,0,0,
2020-12-17,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,0,3,
2020-12-17,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,892,2819,
2020-12-17,Groupe prioritaire,TOT,Total,,,,,899,3305,
2020-12-18,Région,RSS00,Inconnue,,,,,41,312,0.103764579
2020-12-18,Région,RSS01,01 - Bas-Saint-Laurent,,,,,0,3,0.00152573
2020-12-18,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,0,5,0.00182308
2020-12-18,Région,RSS03,03 - Capitale-Nationale,,,,,466,2132,0.292251645
2020-12-18,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,3,17,0.00329235
2020-12-18,Région,RSS05,05 - Estrie,,,,,0,2,0.000407952
2020-12-18,Région,RSS06,06 - Montréal,,,,,137,1150,0.0622508
2020-12-18,Région,RSS07,07 - Outaouais,,,,,0,2,0.000528562
2020-12-18,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,0,1,0.000685876
2020-12-18,Région,RSS09,09 - Côte-Nord,,,,,0,2,0.00111868
2020-12-18,Région,RSS10,10 - Nord-du-Québec,,,,,0,0,0
2020-12-18,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,0,0,0
2020-12-18,Région,RSS12,12 - Chaudière-Appalaches,,,,,33,157,0.0368263
2020-12-18,Région,RSS13,13 - Laval,,,,,15,72,0.0169942
2020-12-18,Région,RSS14,14 - Lanaudière,,,,,1,11,0.0021142
2020-12-18,Région,RSS15,15 - Laurentides,,,,,2,21,0.00338489
2020-12-18,Région,RSS16,16 - Montérégie,,,,,20,136,0.0097145
2020-12-18,Région,RSS17,17 - Nunavik,,,,,0,0,0
2020-12-18,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,0,0
2020-12-18,Région,RSS98,Hors Québec,,,,,0,0,0
2020-12-18,Région,RSS99,Ensemble du Québec,,,,,718,4023,0.0469469
2020-12-18,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,1,0
2020-12-18,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,660,3230,0.067958205
2020-12-18,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,52,358,0.0335471
2020-12-18,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,3,98,0.0128159
2020-12-18,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,3,336,0.070361406
2020-12-18,Groupe d'âge 1,TOT,Total,,,,,718,4023,0.0469469
2020-12-18,Sexe,FEM,Féminin,,,,,524,2844,
2020-12-18,Sexe,INC,Inconnu,,,,,2,6,
2020-12-18,Sexe,MASC,Masculin,,,,,192,1173,
2020-12-18,Sexe,TOT,Total,,,,,718,4023,
2020-12-18,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,3,19,
2020-12-18,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,2,469,
2020-12-18,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,1,1,
2020-12-18,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,0,3,
2020-12-18,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,712,3531,
2020-12-18,Groupe prioritaire,TOT,Total,,,,,718,4023,
2020-12-19,Région,RSS00,Inconnue,,,,,44,356,0.118983384
2020-12-19,Région,RSS01,01 - Bas-Saint-Laurent,,,,,2,5,0.00254289
2020-12-19,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,1,6,0.0021877
2020-12-19,Région,RSS03,03 - Capitale-Nationale,,,,,522,2654,0.364862478
2020-12-19,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,5,22,0.00426069
2020-12-19,Région,RSS05,05 - Estrie,,,,,3,5,0.00101988
2020-12-19,Région,RSS06,06 - Montréal,,,,,79,1229,0.066560897
2020-12-19,Région,RSS07,07 - Outaouais,,,,,1,3,0.000792843
2020-12-19,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,0,1,0.000685876
2020-12-19,Région,RSS09,09 - Côte-Nord,,,,,0,2,0.00111868
2020-12-19,Région,RSS10,10 - Nord-du-Québec,,,,,0,0,0
2020-12-19,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,0,0,0
2020-12-19,Région,RSS12,12 - Chaudière-Appalaches,,,,,39,196,0.0459742
2020-12-19,Région,RSS13,13 - Laval,,,,,2,74,0.0174662
2020-12-19,Région,RSS14,14 - Lanaudière,,,,,3,14,0.0026908
2020-12-19,Région,RSS15,15 - Laurentides,,,,,5,26,0.00419082
2020-12-19,Région,RSS16,16 - Montérégie,,,,,13,149,0.010643
2020-12-19,Région,RSS17,17 - Nunavik,,,,,0,0,0
2020-12-19,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,0,0
2020-12-19,Région,RSS98,Hors Québec,,,,,0,0,0
2020-12-19,Région,RSS99,Ensemble du Québec,,,,,719,4742,0.0554494
2020-12-19,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,1,0
2020-12-19,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,637,3867,0.081350654
2020-12-19,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,70,428,0.0401671
2020-12-19,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,11,109,0.0144014
2020-12-19,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1,337,0.070603198
2020-12-19,Groupe d'âge 1,TOT,Total,,,,,719,4742,0.0554494
2020-12-19,Sexe,FEM,Féminin,,,,,546,3390,
2020-12-19,Sexe,INC,Inconnu,,,,,1,7,
2020-12-19,Sexe,MASC,Masculin,,,,,172,1345,
2020-12-19,Sexe,TOT,Total,,,,,719,4742,
2020-12-19,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,5,24,
2020-12-19,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,0,469,
2020-12-19,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,0,1,
2020-12-19,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,2,5,
2020-12-19,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,712,4243,
2020-12-19,Groupe prioritaire,TOT,Total,,,,,719,4742,
2020-12-20,Région,RSS00,Inconnue,,,,,16,372,0.124517495
2020-12-20,Région,RSS01,01 - Bas-Saint-Laurent,,,,,0,5,0.00254289
2020-12-20,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,0,6,0.0021877
2020-12-20,Région,RSS03,03 - Capitale-Nationale,,,,,0,2654,0.364862478
2020-12-20,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,0,22,0.00426069
2020-12-20,Région,RSS05,05 - Estrie,,,,,1,6,0.00122386
2020-12-20,Région,RSS06,06 - Montréal,,,,,78,1307,0.070816429
2020-12-20,Région,RSS07,07 - Outaouais,,,,,0,3,0.000792843
2020-12-20,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,0,1,0.000685876
2020-12-20,Région,RSS09,09 - Côte-Nord,,,,,0,2,0.00111868
2020-12-20,Région,RSS10,10 - Nord-du-Québec,,,,,0,0,0
2020-12-20,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,1,1,0.00110233
2020-12-20,Région,RSS12,12 - Chaudière-Appalaches,,,,,0,196,0.0459742
2020-12-20,Région,RSS13,13 - Laval,,,,,7,81,0.0191184
2020-12-20,Région,RSS14,14 - Lanaudière,,,,,1,15,0.002883
2020-12-20,Région,RSS15,15 - Laurentides,,,,,1,27,0.004352
2020-12-20,Région,RSS16,16 - Montérégie,,,,,10,159,0.0113573
2020-12-20,Région,RSS17,17 - Nunavik,,,,,0,0,0
2020-12-20,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,0,0
2020-12-20,Région,RSS98,Hors Québec,,,,,0,0,0
2020-12-20,Région,RSS99,Ensemble du Québec,,,,,115,4857,0.0568094
2020-12-20,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,1,0
2020-12-20,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,100,3967,0.083448522
2020-12-20,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,13,441,0.0414195
2020-12-20,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,1,110,0.0145335
2020-12-20,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,1,338,0.07084499
2020-12-20,Groupe d'âge 1,TOT,Total,,,,,115,4857,0.0568094
2020-12-20,Sexe,FEM,Féminin,,,,,71,3461,
2020-12-20,Sexe,INC,Inconnu,,,,,1,8,
2020-12-20,Sexe,MASC,Masculin,,,,,43,1388,
2020-12-20,Sexe,TOT,Total,,,,,115,4857,
2020-12-20,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,0,24,
2020-12-20,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,0,469,
2020-12-20,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,0,1,
2020-12-20,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,0,5,
2020-12-20,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,115,4358,
2020-12-20,Groupe prioritaire,TOT,Total,,,,,115,4857,
2020-12-21,Région,RSS00,Inconnue,,,,,25,397,0.133164543
2020-12-21,Région,RSS01,01 - Bas-Saint-Laurent,,,,,0,5,0.00254289
2020-12-21,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,0,6,0.0021877
2020-12-21,Région,RSS03,03 - Capitale-Nationale,,,,,0,2654,0.364862478
2020-12-21,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,0,22,0.00426069
2020-12-21,Région,RSS05,05 - Estrie,,,,,2,8,0.00163181
2020-12-21,Région,RSS06,06 - Montréal,,,,,310,1617,0.087620328
2020-12-21,Région,RSS07,07 - Outaouais,,,,,93,96,0.0245781
2020-12-21,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,1,2,0.00137175
2020-12-21,Région,RSS09,09 - Côte-Nord,,,,,0,2,0.00111868
2020-12-21,Région,RSS10,10 - Nord-du-Québec,,,,,0,0,0
2020-12-21,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,0,1,0.00110233
2020-12-21,Région,RSS12,12 - Chaudière-Appalaches,,,,,0,196,0.0459742
2020-12-21,Région,RSS13,13 - Laval,,,,,21,102,0.023839
2020-12-21,Région,RSS14,14 - Lanaudière,,,,,7,22,0.00422839
2020-12-21,Région,RSS15,15 - Laurentides,,,,,7,34,0.0054803
2020-12-21,Région,RSS16,16 - Montérégie,,,,,35,194,0.0138574
2020-12-21,Région,RSS17,17 - Nunavik,,,,,0,0,0
2020-12-21,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,0,0
2020-12-21,Région,RSS98,Hors Québec,,,,,1,1,12.5
2020-12-21,Région,RSS99,Ensemble du Québec,,,,,502,5359,0.06266294
2020-12-21,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,1,0
2020-12-21,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,287,4254,0.089487838
2020-12-21,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,52,493,0.0460714
2020-12-21,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,50,160,0.0208754
2020-12-21,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,113,451,0.097442085
2020-12-21,Groupe d'âge 1,TOT,Total,,,,,502,5359,0.06266294
2020-12-21,Sexe,FEM,Féminin,,,,,371,3832,
2020-12-21,Sexe,INC,Inconnu,,,,,0,8,
2020-12-21,Sexe,MASC,Masculin,,,,,131,1519,
2020-12-21,Sexe,TOT,Total,,,,,502,5359,
2020-12-21,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,5,29,
2020-12-21,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,196,665,
2020-12-21,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,0,1,
2020-12-21,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,1,6,
2020-12-21,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,300,4658,
2020-12-21,Groupe prioritaire,TOT,Total,,,,,502,5359,
2020-12-22,Région,RSS00,Inconnue,,,,,68,465,0.155646868
2020-12-22,Région,RSS01,01 - Bas-Saint-Laurent,,,,,0,5,0.00254289
2020-12-22,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,193,199,0.072558621
2020-12-22,Région,RSS03,03 - Capitale-Nationale,,,,,161,2815,0.387257773
2020-12-22,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,382,404,0.076692463
2020-12-22,Région,RSS05,05 - Estrie,,,,,5,13,0.00265169
2020-12-22,Région,RSS06,06 - Montréal,,,,,562,2179,0.117790964
2020-12-22,Région,RSS07,07 - Outaouais,,,,,317,413,0.106240998
2020-12-22,Région,RSS08,08 - Abitibi-Témiscamingue,,,,,1,3,0.00137175
2020-12-22,Région,RSS09,09 - Côte-Nord,,,,,2,4,0.00335604
2020-12-22,Région,RSS10,10 - Nord-du-Québec,,,,,0,0,0
2020-12-22,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,,,,,0,1,0.00110233
2020-12-22,Région,RSS12,12 - Chaudière-Appalaches,,,,,2,198,0.0464433
2020-12-22,Région,RSS13,13 - Laval,,,,,52,154,0.0361126
2020-12-22,Région,RSS14,14 - Lanaudière,,,,,148,170,0.0322896
2020-12-22,Région,RSS15,15 - Laurentides,,,,,57,91,0.0146679
2020-12-22,Région,RSS16,16 - Montérégie,,,,,58,252,0.0179289
2020-12-22,Région,RSS17,17 - Nunavik,,,,,0,0,0
2020-12-22,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,,,,,0,0,0
2020-12-22,Région,RSS98,Hors Québec,,,,,8,9,112.5
2020-12-22,Région,RSS99,Ensemble du Québec,,,,,2016,7375,0.086029984
2020-12-22,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,,,,,0,1,0
2020-12-22,Groupe d'âge 1,GR1_16_59,16 à 59 ans,,,,,1032,5286,0.110975091
2020-12-22,Groupe d'âge 1,GR1_60_69,60 à 69 ans,,,,,208,701,0.06441051
2020-12-22,Groupe d'âge 1,GR1_70_79,70 à 79 ans,,,,,208,368,0.047432
2020-12-22,Groupe d'âge 1,GR1_80_,80 ans et plus,,,,,568,1019,0.231878311
2020-12-22,Groupe d'âge 1,TOT,Total,,,,,2016,7375,0.086029984
2020-12-22,Sexe,FEM,Féminin,,,,,1419,5251,
2020-12-22,Sexe,INC,Inconnu,,,,,0,8,
2020-12-22,Sexe,MASC,Masculin,,,,,597,2116,
2020-12-22,Sexe,TOT,Total,,,,,2016,7375,
2020-12-22,Groupe prioritaire,GRP-Autres,Autres raisons,,,,,26,55,
2020-12-22,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,,,,,898,1563,
2020-12-22,Groupe prioritaire,GRP-MC,Maladie chronique,,,,,0,1,
2020-12-22,Groupe prioritaire,GRP-RPA,Résident en RPA,,,,,4,10,
2020-12-22,Groupe prioritaire,GRP-TS,Travailleur de la santé,,,,,1088,5746,
2020-12-22,Groupe prioritaire,TOT,Total,,,,,2016,7375,
2020-12-23,Région,RSS00,Inconnue,,,,,112,577,0.191964471
2020-12-23,Région,RSS01,01 - Bas-Saint-Laurent,,,,,1,6,0.00305146
2020-12-23,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,,,,,328,527,0.191788114
2020-12-23,Région,RSS03,03 - Capitale-Nationale,,,,,44,2859,0.393239125
2020-12-23,Région,RSS04,04 - Mauricie et Centre-du-Québec,,,,,371,775,0.148155895
2020-12-23,Région,RSS05,05 - Estrie,,,,,127,140,0.0285566
2020-12-23,Région,RSS06,06 - Montréal,,,,,471,2650,0.143378718
