No,RSS,NoRLS,RLS,Cas,Population,Taux
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,2427,262 440,"924,8"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,1101,220 957,"498,3"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,57,51 371,"111,0"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,877,160 002,"548,1"
16,16 - Montérégie,1632,1632 - RLS du Suroît,695,60 523,"1 148,3"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,112,24 346,"460,0"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1433,232 373,"616,7"
16,16 - Montérégie,,Total,9684,1 432 751,"675,9"
17,17 - Nunavik,1701,1701 - Nunavik,18,14 260,"126,2"
17,17 - Nunavik,,Total,18,14 260,"126,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,11,18 385,"59,8"
18,18 - Terres-Cries-de-la-Baie-James,,Total,11,18 385,"59,8"
