Date,Statut_Vaccinal,Nb_Nvelles_Hosp,GrAge_Admission
2021-07-22,Vacciné 2 doses,0,0-9 ans
2021-07-22,Vacciné 3 doses,0,0-9 ans
2021-07-22,Inconnu,0,10-19 ans
2021-07-22,Non-vacciné,0,10-19 ans
2021-07-22,Vacciné 1 dose,0,10-19 ans
2021-07-22,Vacciné 2 doses,0,10-19 ans
2021-07-22,Vacciné 3 doses,0,10-19 ans
2021-07-22,Inconnu,0,20-29 ans
2021-07-22,Non-vacciné,0,20-29 ans
2021-07-22,Vacciné 1 dose,0,20-29 ans
2021-07-22,Vacciné 2 doses,0,20-29 ans
2021-07-22,Vacciné 3 doses,0,20-29 ans
2021-07-22,Inconnu,0,30-39 ans
2021-07-22,Non-vacciné,0,30-39 ans
2021-07-22,Vacciné 1 dose,0,30-39 ans
2021-07-22,Vacciné 2 doses,0,30-39 ans
2021-07-22,Vacciné 3 doses,0,30-39 ans
2021-07-22,Inconnu,0,40-49 ans
2021-07-22,Non-vacciné,0,40-49 ans
2021-07-22,Vacciné 1 dose,0,40-49 ans
2021-07-22,Vacciné 2 doses,1,40-49 ans
2021-07-22,Vacciné 3 doses,0,40-49 ans
2021-07-22,Inconnu,0,50-59 ans
2021-07-22,Non-vacciné,0,50-59 ans
2021-07-22,Vacciné 1 dose,0,50-59 ans
2021-07-22,Vacciné 2 doses,0,50-59 ans
2021-07-22,Vacciné 3 doses,0,50-59 ans
2021-07-22,Inconnu,0,60-69 ans
2021-07-22,Non-vacciné,0,60-69 ans
2021-07-22,Vacciné 1 dose,0,60-69 ans
2021-07-22,Vacciné 2 doses,0,60-69 ans
2021-07-22,Vacciné 3 doses,0,60-69 ans
2021-07-22,Inconnu,0,70-79 ans
2021-07-22,Non-vacciné,0,70-79 ans
2021-07-22,Vacciné 1 dose,0,70-79 ans
2021-07-22,Vacciné 2 doses,0,70-79 ans
2021-07-22,Vacciné 3 doses,0,70-79 ans
2021-07-22,Inconnu,0,80-89 ans
2021-07-22,Non-vacciné,0,80-89 ans
2021-07-22,Vacciné 1 dose,0,80-89 ans
2021-07-22,Vacciné 2 doses,0,80-89 ans
2021-07-22,Vacciné 3 doses,0,80-89 ans
2021-07-22,Inconnu,0,90 ans et plus
2021-07-22,Non-vacciné,0,90 ans et plus
2021-07-22,Vacciné 1 dose,0,90 ans et plus
2021-07-22,Vacciné 2 doses,0,90 ans et plus
2021-07-22,Vacciné 3 doses,0,90 ans et plus
2021-07-23,0 à 4 ans,0,0-9 ans
2021-07-23,Inconnu,0,0-9 ans
2021-07-23,Non-vacciné,0,0-9 ans
2021-07-23,Vacciné 1 dose,0,0-9 ans
2021-07-23,Vacciné 2 doses,0,0-9 ans
2021-07-23,Vacciné 3 doses,0,0-9 ans
2021-07-23,Inconnu,0,10-19 ans
2021-07-23,Non-vacciné,0,10-19 ans
2021-07-23,Vacciné 1 dose,0,10-19 ans
2021-07-23,Vacciné 2 doses,0,10-19 ans
2021-07-23,Vacciné 3 doses,0,10-19 ans
2021-07-23,Inconnu,0,20-29 ans
2021-07-23,Non-vacciné,1,20-29 ans
2021-07-23,Vacciné 1 dose,0,20-29 ans
2021-07-23,Vacciné 2 doses,0,20-29 ans
2021-07-23,Vacciné 3 doses,0,20-29 ans
2021-07-23,Inconnu,0,30-39 ans
2021-07-23,Non-vacciné,1,30-39 ans
2021-07-23,Vacciné 1 dose,0,30-39 ans
2021-07-23,Vacciné 2 doses,0,30-39 ans
2021-07-23,Vacciné 3 doses,0,30-39 ans
2021-07-23,Inconnu,0,40-49 ans
2021-07-23,Non-vacciné,0,40-49 ans
2021-07-23,Vacciné 1 dose,0,40-49 ans
2021-07-23,Vacciné 2 doses,0,40-49 ans
2021-07-23,Vacciné 3 doses,0,40-49 ans
2021-07-23,Inconnu,0,50-59 ans
2021-07-23,Non-vacciné,0,50-59 ans
2021-07-23,Vacciné 1 dose,0,50-59 ans
2021-07-23,Vacciné 2 doses,0,50-59 ans
2021-07-23,Vacciné 3 doses,0,50-59 ans
2021-07-23,Inconnu,0,60-69 ans
2021-07-23,Non-vacciné,0,60-69 ans
2021-07-23,Vacciné 1 dose,0,60-69 ans
2021-07-23,Vacciné 2 doses,0,60-69 ans
2021-07-23,Vacciné 3 doses,0,60-69 ans
2021-07-23,Inconnu,0,70-79 ans
2021-07-23,Non-vacciné,0,70-79 ans
2021-07-23,Vacciné 1 dose,0,70-79 ans
2021-07-23,Vacciné 2 doses,0,70-79 ans
2021-07-23,Vacciné 3 doses,0,70-79 ans
2021-07-23,Inconnu,0,80-89 ans
2021-07-23,Non-vacciné,0,80-89 ans
2021-07-23,Vacciné 1 dose,0,80-89 ans
2021-07-23,Vacciné 2 doses,1,80-89 ans
2021-07-23,Vacciné 3 doses,1,80-89 ans
2021-07-23,Inconnu,0,90 ans et plus
2021-07-23,Non-vacciné,0,90 ans et plus
2021-07-23,Vacciné 1 dose,0,90 ans et plus
2021-07-23,Vacciné 2 doses,0,90 ans et plus
2021-07-23,Vacciné 3 doses,0,90 ans et plus
2021-07-24,0 à 4 ans,0,0-9 ans
2021-07-24,Inconnu,0,0-9 ans
2021-07-24,Non-vacciné,0,0-9 ans
2021-07-24,Vacciné 1 dose,0,0-9 ans
2021-07-24,Vacciné 2 doses,0,0-9 ans
2021-07-24,Vacciné 3 doses,0,0-9 ans
2021-07-24,Inconnu,0,10-19 ans
2021-07-24,Non-vacciné,0,10-19 ans
2021-07-24,Vacciné 1 dose,0,10-19 ans
2021-07-24,Vacciné 2 doses,0,10-19 ans
2021-07-24,Vacciné 3 doses,0,10-19 ans
2021-07-24,Inconnu,0,20-29 ans
2021-07-24,Non-vacciné,0,20-29 ans
2021-07-24,Vacciné 1 dose,0,20-29 ans
2021-07-24,Vacciné 2 doses,0,20-29 ans
2021-07-24,Vacciné 3 doses,0,20-29 ans
2021-07-24,Inconnu,0,30-39 ans
2021-07-24,Non-vacciné,1,30-39 ans
2021-07-24,Vacciné 1 dose,0,30-39 ans
2021-07-24,Vacciné 2 doses,0,30-39 ans
2021-07-24,Vacciné 3 doses,0,30-39 ans
2021-07-24,Inconnu,0,40-49 ans
2021-07-24,Non-vacciné,0,40-49 ans
2021-07-24,Vacciné 1 dose,0,40-49 ans
2021-07-24,Vacciné 2 doses,0,40-49 ans
2021-07-24,Vacciné 3 doses,0,40-49 ans
2021-07-24,Inconnu,0,50-59 ans
2021-07-24,Non-vacciné,0,50-59 ans
2021-07-24,Vacciné 1 dose,0,50-59 ans
2021-07-24,Vacciné 2 doses,0,50-59 ans
2021-07-24,Vacciné 3 doses,0,50-59 ans
2021-07-24,Inconnu,0,60-69 ans
2021-07-24,Non-vacciné,0,60-69 ans
2021-07-24,Vacciné 1 dose,0,60-69 ans
2021-07-24,Vacciné 2 doses,1,60-69 ans
2021-07-24,Vacciné 3 doses,0,60-69 ans
2021-07-24,Inconnu,0,70-79 ans
2021-07-24,Non-vacciné,0,70-79 ans
2021-07-24,Vacciné 1 dose,0,70-79 ans
2021-07-24,Vacciné 2 doses,0,70-79 ans
2021-07-24,Vacciné 3 doses,0,70-79 ans
2021-07-24,Inconnu,0,80-89 ans
2021-07-24,Non-vacciné,1,80-89 ans
2021-07-24,Vacciné 1 dose,0,80-89 ans
2021-07-24,Vacciné 2 doses,0,80-89 ans
2021-07-24,Vacciné 3 doses,0,80-89 ans
2021-07-24,Inconnu,0,90 ans et plus
2021-07-24,Non-vacciné,0,90 ans et plus
2021-07-24,Vacciné 1 dose,0,90 ans et plus
2021-07-24,Vacciné 2 doses,0,90 ans et plus
2021-07-24,Vacciné 3 doses,0,90 ans et plus
2021-07-25,0 à 4 ans,0,0-9 ans
2021-07-25,Inconnu,1,0-9 ans
2021-07-25,Non-vacciné,0,0-9 ans
2021-07-25,Vacciné 1 dose,0,0-9 ans
2021-07-25,Vacciné 2 doses,0,0-9 ans
2021-07-25,Vacciné 3 doses,0,0-9 ans
2021-07-25,Inconnu,0,10-19 ans
2021-07-25,Non-vacciné,0,10-19 ans
2021-07-25,Vacciné 1 dose,0,10-19 ans
2021-07-25,Vacciné 2 doses,0,10-19 ans
2021-07-25,Vacciné 3 doses,0,10-19 ans
2021-07-25,Inconnu,0,20-29 ans
2021-07-25,Non-vacciné,0,20-29 ans
2021-07-25,Vacciné 1 dose,0,20-29 ans
2021-07-25,Vacciné 2 doses,0,20-29 ans
2021-07-25,Vacciné 3 doses,0,20-29 ans
2021-07-25,Inconnu,0,30-39 ans
2021-07-25,Non-vacciné,2,30-39 ans
2021-07-25,Vacciné 1 dose,0,30-39 ans
2021-07-25,Vacciné 2 doses,0,30-39 ans
2021-07-25,Vacciné 3 doses,0,30-39 ans
2021-07-25,Inconnu,0,40-49 ans
2021-07-25,Non-vacciné,0,40-49 ans
2021-07-25,Vacciné 1 dose,0,40-49 ans
2021-07-25,Vacciné 2 doses,0,40-49 ans
2021-07-25,Vacciné 3 doses,0,40-49 ans
2021-07-25,Inconnu,0,50-59 ans
2021-07-25,Non-vacciné,0,50-59 ans
2021-07-25,Vacciné 1 dose,0,50-59 ans
2021-07-25,Vacciné 2 doses,0,50-59 ans
2021-07-25,Vacciné 3 doses,0,50-59 ans
2021-07-25,Inconnu,0,60-69 ans
2021-07-25,Non-vacciné,0,60-69 ans
2021-07-25,Vacciné 1 dose,0,60-69 ans
2021-07-25,Vacciné 2 doses,0,60-69 ans
2021-07-25,Vacciné 3 doses,0,60-69 ans
2021-07-25,Inconnu,0,70-79 ans
2021-07-25,Non-vacciné,0,70-79 ans
2021-07-25,Vacciné 1 dose,0,70-79 ans
2021-07-25,Vacciné 2 doses,0,70-79 ans
2021-07-25,Vacciné 3 doses,0,70-79 ans
2021-07-25,Inconnu,0,80-89 ans
2021-07-25,Non-vacciné,0,80-89 ans
2021-07-25,Vacciné 1 dose,0,80-89 ans
2021-07-25,Vacciné 2 doses,2,80-89 ans
2021-07-25,Vacciné 3 doses,0,80-89 ans
2021-07-25,Inconnu,0,90 ans et plus
2021-07-25,Non-vacciné,0,90 ans et plus
2021-07-25,Vacciné 1 dose,0,90 ans et plus
2021-07-25,Vacciné 2 doses,0,90 ans et plus
2021-07-25,Vacciné 3 doses,0,90 ans et plus
2021-07-26,0 à 4 ans,0,0-9 ans
2021-07-26,Inconnu,0,0-9 ans
2021-07-26,Non-vacciné,0,0-9 ans
2021-07-26,Vacciné 1 dose,0,0-9 ans
2021-07-26,Vacciné 2 doses,0,0-9 ans
2021-07-26,Vacciné 3 doses,0,0-9 ans
2021-07-26,Inconnu,0,10-19 ans
2021-07-26,Non-vacciné,0,10-19 ans
2021-07-26,Vacciné 1 dose,0,10-19 ans
2021-07-26,Vacciné 2 doses,0,10-19 ans
2021-07-26,Vacciné 3 doses,0,10-19 ans
2021-07-26,Inconnu,0,20-29 ans
2021-07-26,Non-vacciné,0,20-29 ans
2021-07-26,Vacciné 1 dose,0,20-29 ans
2021-07-26,Vacciné 2 doses,0,20-29 ans
2021-07-26,Vacciné 3 doses,0,20-29 ans
2021-07-26,Inconnu,0,30-39 ans
2021-07-26,Non-vacciné,0,30-39 ans
2021-07-26,Vacciné 1 dose,0,30-39 ans
2021-07-26,Vacciné 2 doses,0,30-39 ans
2021-07-26,Vacciné 3 doses,0,30-39 ans
2021-07-26,Inconnu,0,40-49 ans
2021-07-26,Non-vacciné,0,40-49 ans
2021-07-26,Vacciné 1 dose,0,40-49 ans
2021-07-26,Vacciné 2 doses,0,40-49 ans
2021-07-26,Vacciné 3 doses,0,40-49 ans
2021-07-26,Inconnu,0,50-59 ans
2021-07-26,Non-vacciné,1,50-59 ans
2021-07-26,Vacciné 1 dose,0,50-59 ans
2021-07-26,Vacciné 2 doses,0,50-59 ans
2021-07-26,Vacciné 3 doses,0,50-59 ans
2021-07-26,Inconnu,0,60-69 ans
2021-07-26,Non-vacciné,1,60-69 ans
2021-07-26,Vacciné 1 dose,0,60-69 ans
2021-07-26,Vacciné 2 doses,0,60-69 ans
2021-07-26,Vacciné 3 doses,0,60-69 ans
2021-07-26,Inconnu,0,70-79 ans
2021-07-26,Non-vacciné,0,70-79 ans
2021-07-26,Vacciné 1 dose,0,70-79 ans
2021-07-26,Vacciné 2 doses,0,70-79 ans
2021-07-26,Vacciné 3 doses,0,70-79 ans
2021-07-26,Inconnu,0,80-89 ans
2021-07-26,Non-vacciné,0,80-89 ans
2021-07-26,Vacciné 1 dose,0,80-89 ans
2021-07-26,Vacciné 2 doses,0,80-89 ans
2021-07-26,Vacciné 3 doses,0,80-89 ans
2021-07-26,Inconnu,0,90 ans et plus
2021-07-26,Non-vacciné,0,90 ans et plus
2021-07-26,Vacciné 1 dose,0,90 ans et plus
2021-07-26,Vacciné 2 doses,0,90 ans et plus
2021-07-26,Vacciné 3 doses,0,90 ans et plus
2021-07-27,0 à 4 ans,0,0-9 ans
2021-07-27,Inconnu,0,0-9 ans
2021-07-27,Non-vacciné,0,0-9 ans
2021-07-27,Vacciné 1 dose,0,0-9 ans
2021-07-27,Vacciné 2 doses,0,0-9 ans
2021-07-27,Vacciné 3 doses,0,0-9 ans
2021-07-27,Inconnu,0,10-19 ans
2021-07-27,Non-vacciné,0,10-19 ans
2021-07-27,Vacciné 1 dose,0,10-19 ans
2021-07-27,Vacciné 2 doses,0,10-19 ans
2021-07-27,Vacciné 3 doses,0,10-19 ans
2021-07-27,Inconnu,1,20-29 ans
2021-07-27,Non-vacciné,0,20-29 ans
2021-07-27,Vacciné 1 dose,0,20-29 ans
2021-07-27,Vacciné 2 doses,0,20-29 ans
2021-07-27,Vacciné 3 doses,0,20-29 ans
2021-07-27,Inconnu,0,30-39 ans
2021-07-27,Non-vacciné,0,30-39 ans
2021-07-27,Vacciné 1 dose,0,30-39 ans
2021-07-27,Vacciné 2 doses,0,30-39 ans
2021-07-27,Vacciné 3 doses,0,30-39 ans
2021-07-27,Inconnu,0,40-49 ans
2021-07-27,Non-vacciné,0,40-49 ans
2021-07-27,Vacciné 1 dose,0,40-49 ans
2021-07-27,Vacciné 2 doses,0,40-49 ans
2021-07-27,Vacciné 3 doses,0,40-49 ans
2021-07-27,Inconnu,0,50-59 ans
2021-07-27,Non-vacciné,0,50-59 ans
2021-07-27,Vacciné 1 dose,1,50-59 ans
2021-07-27,Vacciné 2 doses,0,50-59 ans
2021-07-27,Vacciné 3 doses,0,50-59 ans
2021-07-27,Inconnu,0,60-69 ans
2021-07-27,Non-vacciné,1,60-69 ans
2021-07-27,Vacciné 1 dose,0,60-69 ans
2021-07-27,Vacciné 2 doses,0,60-69 ans
2021-07-27,Vacciné 3 doses,0,60-69 ans
2021-07-27,Inconnu,0,70-79 ans
2021-07-27,Non-vacciné,0,70-79 ans
2021-07-27,Vacciné 1 dose,1,70-79 ans
2021-07-27,Vacciné 2 doses,0,70-79 ans
2021-07-27,Vacciné 3 doses,0,70-79 ans
2021-07-27,Inconnu,1,80-89 ans
2021-07-27,Non-vacciné,0,80-89 ans
2021-07-27,Vacciné 1 dose,0,80-89 ans
2021-07-27,Vacciné 2 doses,0,80-89 ans
2021-07-27,Vacciné 3 doses,0,80-89 ans
2021-07-27,Inconnu,0,90 ans et plus
2021-07-27,Non-vacciné,0,90 ans et plus
2021-07-27,Vacciné 1 dose,0,90 ans et plus
2021-07-27,Vacciné 2 doses,0,90 ans et plus
2021-07-27,Vacciné 3 doses,0,90 ans et plus
2021-07-28,0 à 4 ans,0,0-9 ans
2021-07-28,Inconnu,0,0-9 ans
2021-07-28,Non-vacciné,0,0-9 ans
2021-07-28,Vacciné 1 dose,0,0-9 ans
2021-07-28,Vacciné 2 doses,0,0-9 ans
2021-07-28,Vacciné 3 doses,0,0-9 ans
2021-07-28,Inconnu,0,10-19 ans
2021-07-28,Non-vacciné,0,10-19 ans
2021-07-28,Vacciné 1 dose,0,10-19 ans
2021-07-28,Vacciné 2 doses,0,10-19 ans
2021-07-28,Vacciné 3 doses,0,10-19 ans
2021-07-28,Inconnu,0,20-29 ans
2021-07-28,Non-vacciné,0,20-29 ans
2021-07-28,Vacciné 1 dose,0,20-29 ans
2021-07-28,Vacciné 2 doses,0,20-29 ans
2021-07-28,Vacciné 3 doses,0,20-29 ans
2021-07-28,Inconnu,0,30-39 ans
2021-07-28,Non-vacciné,1,30-39 ans
2021-07-28,Vacciné 1 dose,0,30-39 ans
2021-07-28,Vacciné 2 doses,0,30-39 ans
2021-07-28,Vacciné 3 doses,0,30-39 ans
2021-07-28,Inconnu,0,40-49 ans
2021-07-28,Non-vacciné,0,40-49 ans
2021-07-28,Vacciné 1 dose,0,40-49 ans
2021-07-28,Vacciné 2 doses,0,40-49 ans
2021-07-28,Vacciné 3 doses,0,40-49 ans
2021-07-28,Inconnu,0,50-59 ans
2021-07-28,Non-vacciné,1,50-59 ans
2021-07-28,Vacciné 1 dose,0,50-59 ans
2021-07-28,Vacciné 2 doses,0,50-59 ans
2021-07-28,Vacciné 3 doses,0,50-59 ans
2021-07-28,Inconnu,0,60-69 ans
2021-07-28,Non-vacciné,0,60-69 ans
2021-07-28,Vacciné 1 dose,0,60-69 ans
2021-07-28,Vacciné 2 doses,0,60-69 ans
2021-07-28,Vacciné 3 doses,0,60-69 ans
