date,Regroupement,Croisement,Nom,cas_cum_lab_n,cas_cum_epi_n,cases,cas_cum_tot_t,cas_quo_tot_t,cas_quo_lab_n,cas_quo_epi_n,new_cases,active_cases,act_cum_tot_t,cas_quo_tot_m,cas_quo_tot_tm,recovered,new_recovered,deaths,dec_cum_tot_t,dec_quo_tot_t,deaths_chsld,deaths_psr,deaths_home,deaths_other,new_deaths,dec_quo_chs_n,dec_quo_rpa_n,dec_quo_dom_n,dec_quo_aut_n,dec_quo_tot_m,dec_quo_tot_tm,hos_cum_reg_n,hos_cum_si_n,hos_cum_tot_n,hos_cum_tot_t,hos_quo_tot_t,hos_quo_reg_n,hos_quo_si_n,hos_quo_tot_n,hos_quo_tot_m,psi_cum_tes_n,psi_cum_pos_n,negative_tests,psi_quo_pos_n,new_negative_tests,psi_quo_tes_n,psi_quo_pos_t,psi_cum_adm_n,hos_act_reg_n,hos_act_si_n,hos_act_tot_n,psi_heb_pos_t,hos_quo_si_t
2021-03-10,Région,RSS06,06 - Montréal,106823.0,2868.0,109691,5293.81,10.73,220.0,3.0,223,3493,168.06,na,na,101019,248,4541,219.15,0.05,2920,662,754,205,1,0.0,1.0,0.0,0.0,na,na,7132.0,1356.0,8488.0,409.64,0.0,0.0,0.0,0.0,na,858029.0,107263.0,750766.0,0.0,0,0.0,na,1829195.0,na,na,na,na,na
2021-03-11,Région,RSS06,06 - Montréal,107181.0,2870.0,110051,5311.19,12.51,260.0,0.0,260,3467,166.81,na,na,101404,379,4541,219.15,0.0,2920,662,754,205,0,0.0,0.0,0.0,0.0,na,na,7143.0,1359.0,8502.0,410.32,0.0,0.0,0.0,0.0,na,859780.0,107601.0,752179.0,0.0,0,0.0,na,1836881.0,na,na,na,na,na
2021-03-12,Région,RSS06,06 - Montréal,107532.0,2873.0,110405,5328.27,12.46,257.0,2.0,259,3483,167.58,na,na,101735,331,4544,219.3,0.0,2921,663,755,205,0,0.0,0.0,0.0,0.0,na,na,7160.0,1361.0,8521.0,411.23,0.0,0.0,0.0,0.0,na,861688.0,107913.0,753775.0,0.0,0,0.0,na,1843871.0,na,na,na,na,na
2021-03-13,Région,RSS06,06 - Montréal,107827.0,2874.0,110701,5342.56,8.13,169.0,0.0,169,3408,163.97,na,na,102099,350,4547,219.44,0.1,2921,664,757,205,2,0.0,1.0,1.0,0.0,na,na,7184.0,1363.0,8547.0,412.49,0.0,0.0,0.0,0.0,na,863832.0,108256.0,755576.0,0.0,0,0.0,na,1850970.0,na,na,na,na,na
2021-03-14,Région,RSS06,06 - Montréal,108069.0,2879.0,110948,5354.48,6.74,137.0,3.0,140,3312,159.35,na,na,102428,330,4553,219.73,0.05,2921,666,761,205,1,0.0,1.0,0.0,0.0,na,na,7195.0,1366.0,8561.0,413.16,0.0,0.0,0.0,0.0,na,865227.0,108479.0,756748.0,0.0,0,0.0,na,1855578.0,na,na,na,na,na
2021-03-15,Région,RSS06,06 - Montréal,108313.0,2880.0,111193,5366.3,5.48,113.0,1.0,114,3208,154.34,na,na,102770,345,4557,219.93,0.14,2921,666,765,205,3,0.0,0.0,3.0,0.0,na,na,7204.0,1369.0,8573.0,413.74,0.0,0.0,0.0,0.0,na,866931.0,108740.0,758191.0,0.0,0,0.0,na,1860505.0,na,na,na,na,na
2021-03-16,Région,RSS06,06 - Montréal,108627.0,2882.0,111509,5381.55,9.14,188.0,2.0,190,3261,156.89,na,na,103024,248,4562,220.17,0.0,2922,668,768,204,0,0.0,0.0,0.0,0.0,na,na,7214.0,1371.0,8585.0,414.32,0.0,0.0,0.0,0.0,na,869077.0,109039.0,760038.0,0.0,0,0.0,na,1868007.0,na,na,na,na,na
2021-03-17,Région,RSS06,06 - Montréal,108945.0,2882.0,111827,5396.9,8.32,173.0,0.0,173,3300,158.77,na,na,103300,274,4565,220.31,0.0,2922,668,771,204,0,0.0,0.0,0.0,0.0,na,na,7228.0,1381.0,8609.0,415.48,0.0,0.0,0.0,0.0,na,871495.0,109358.0,762137.0,0.0,0,0.0,na,1876472.0,na,na,na,na,na
2021-03-18,Région,RSS06,06 - Montréal,109260.0,2884.0,112144,5412.2,10.01,206.0,2.0,208,3269,157.28,na,na,103644,370,4570,220.55,0.05,2922,669,775,204,1,0.0,0.0,1.0,0.0,na,na,7239.0,1383.0,8622.0,416.11,0.0,0.0,0.0,0.0,na,873968.0,109706.0,764262.0,0.0,0,0.0,na,1885094.0,na,na,na,na,na
2021-03-19,Région,RSS06,06 - Montréal,109557.0,2884.0,112441,5426.53,7.94,165.0,0.0,165,3212,154.54,na,na,103998,358,4570,220.55,0.0,2922,669,775,204,0,0.0,0.0,0.0,0.0,na,na,7261.0,1385.0,8646.0,417.27,0.0,0.0,0.0,0.0,na,876557.0,110059.0,766498.0,0.0,0,0.0,na,1894370.0,na,na,na,na,na
2021-03-20,Région,RSS06,06 - Montréal,109820.0,2885.0,112705,5439.27,6.11,127.0,0.0,127,3164,152.23,na,na,104308,315,4572,220.65,0.05,2922,669,777,204,1,0.0,0.0,1.0,0.0,na,na,7271.0,1389.0,8660.0,417.94,0.0,0.0,0.0,0.0,na,878802.0,110304.0,768498.0,0.0,0,0.0,na,1901943.0,na,na,na,na,na
2021-03-21,Région,RSS06,06 - Montréal,110140.0,2885.0,113025,5454.72,8.95,186.0,0.0,186,3134,150.78,na,na,104650,350,4578,220.94,0.05,2923,670,781,204,1,0.0,0.0,1.0,0.0,na,na,7278.0,1397.0,8675.0,418.67,0.0,0.0,0.0,0.0,na,881131.0,110605.0,770526.0,0.0,0,0.0,na,1908593.0,na,na,na,na,na
2021-03-22,Région,RSS06,06 - Montréal,110378.0,2887.0,113265,5466.3,6.74,139.0,1.0,140,3118,150.01,na,na,104904,271,4579,220.99,0.0,2923,671,781,204,0,0.0,0.0,0.0,0.0,na,na,7291.0,1401.0,8692.0,419.49,0.0,0.0,0.0,0.0,na,883069.0,110852.0,772217.0,0.0,0,0.0,na,1914182.0,na,na,na,na,na
2021-03-23,Région,RSS06,06 - Montréal,110683.0,2889.0,113572,5481.11,10.92,226.0,1.0,227,3184,153.19,na,na,105139,237,4584,221.23,0.0,2923,671,786,204,0,0.0,0.0,0.0,0.0,na,na,7302.0,1403.0,8705.0,420.11,0.0,0.0,0.0,0.0,na,885636.0,111174.0,774462.0,0.0,0,0.0,na,1922978.0,na,na,na,na,na
2021-03-24,Région,RSS06,06 - Montréal,111103.0,2890.0,113993,5501.43,14.82,308.0,0.0,308,3261,156.89,na,na,105140,271,4587,221.37,0.05,2924,671,788,204,1,1.0,0.0,0.0,0.0,na,na,7311.0,1404.0,8715.0,420.6,0.0,0.0,0.0,0.0,na,889451.0,111664.0,777787.0,0.0,0,0.0,na,1936222.0,na,na,na,na,na
2021-03-25,Région,RSS06,06 - Montréal,111345.0,2891.0,114236,5513.16,9.86,203.0,2.0,205,3258,156.75,na,na,105725,337,4589,221.47,0.0,2924,671,790,204,0,0.0,0.0,0.0,0.0,na,na,7319.0,1406.0,8725.0,421.08,0.0,0.0,0.0,0.0,na,890974.0,111828.0,779146.0,0.0,0,0.0,na,1940858.0,na,na,na,na,na
2021-03-26,Région,RSS06,06 - Montréal,111712.0,2891.0,114603,5530.87,11.11,231.0,0.0,231,3287,158.15,na,na,106060,345,4592,221.62,0.0,2924,672,792,204,0,0.0,0.0,0.0,0.0,na,na,7331.0,1406.0,8737.0,421.66,0.0,0.0,0.0,0.0,na,893724.0,112219.0,781505.0,0.0,0,0.0,na,1950519.0,na,na,na,na,na
2021-03-27,Région,RSS06,06 - Montréal,111991.0,2892.0,114883,5544.38,7.84,162.0,1.0,163,3223,155.07,na,na,106404,351,4593,221.66,0.0,2924,672,793,204,0,0.0,0.0,0.0,0.0,na,na,7346.0,1410.0,8756.0,422.57,0.0,0.0,0.0,0.0,na,895505.0,112484.0,783021.0,0.0,0,0.0,na,1956774.0,na,na,na,na,na
2021-03-28,Région,RSS06,06 - Montréal,112261.0,2891.0,115152,5557.37,6.4,133.0,0.0,133,3179,152.95,na,na,106715,324,4595,221.76,0.05,2925,672,794,204,1,0.0,0.0,1.0,0.0,na,na,7358.0,1415.0,8773.0,423.39,0.0,0.0,0.0,0.0,na,896877.0,112740.0,784137.0,0.0,0,0.0,na,1961488.0,na,na,na,na,na
2021-03-29,Région,RSS06,06 - Montréal,112559.0,2898.0,115457,5572.09,9.0,185.0,2.0,187,3208,154.34,na,na,106989,287,4598,221.9,0.0,2925,672,797,204,0,0.0,0.0,0.0,0.0,na,na,7362.0,1418.0,8780.0,423.73,0.0,0.0,0.0,0.0,na,899249.0,113051.0,786198.0,0.0,0,0.0,na,1968034.0,na,na,na,na,na
2021-03-30,Région,RSS06,06 - Montréal,112907.0,2898.0,115805,5588.88,11.69,242.0,1.0,243,3288,158.19,na,na,107256,271,4599,221.95,0.05,2925,672,798,204,1,0.0,0.0,1.0,0.0,na,na,7369.0,1423.0,8792.0,424.31,0.0,0.0,0.0,0.0,na,901583.0,113419.0,788164.0,0.0,0,0.0,na,1976838.0,na,na,na,na,na
2021-03-31,Région,RSS06,06 - Montréal,113297.0,2901.0,116198,5607.85,13.09,270.0,2.0,272,3388,163.0,na,na,107541,285,4601,222.05,0.0,2925,673,799,204,0,0.0,0.0,0.0,0.0,na,na,7383.0,1425.0,8808.0,425.08,0.0,0.0,0.0,0.0,na,904345.0,113820.0,790525.0,0.0,0,0.0,na,1986697.0,na,na,na,na,na
2021-04-01,Région,RSS06,06 - Montréal,113685.0,2901.0,116586,5626.57,12.17,252.0,1.0,253,3402,163.68,na,na,107908,369,4605,222.24,0.0,2925,673,803,204,0,0.0,0.0,0.0,0.0,na,na,7399.0,1430.0,8829.0,426.1,0.0,0.0,0.0,0.0,na,907191.0,114214.0,792977.0,0.0,0,0.0,na,1996778.0,na,na,na,na,na
2021-04-02,Région,RSS06,06 - Montréal,114046.0,2901.0,116947,5644.0,12.56,260.0,1.0,261,3415,164.3,na,na,108252,343,4608,222.39,0.0,2925,673,806,204,0,0.0,0.0,0.0,0.0,na,na,7422.0,1436.0,8858.0,427.5,0.0,0.0,0.0,0.0,na,909314.0,114534.0,794780.0,0.0,0,0.0,na,2005283.0,na,na,na,na,na
2021-04-03,Région,RSS06,06 - Montréal,114349.0,2900.0,117249,5658.57,9.24,192.0,0.0,192,3387,162.96,na,na,108579,336,4609,222.44,0.0,2925,673,807,204,0,0.0,0.0,0.0,0.0,na,na,7426.0,1440.0,8866.0,427.88,0.0,0.0,0.0,0.0,na,910987.0,114774.0,796213.0,0.0,0,0.0,na,2011368.0,na,na,na,na,na
2021-04-04,Région,RSS06,06 - Montréal,114697.0,2900.0,117597,5675.37,9.29,193.0,0.0,193,3416,164.35,na,na,108895,336,4610,222.48,0.0,2925,674,807,204,0,0.0,0.0,0.0,0.0,na,na,7436.0,1443.0,8879.0,428.51,0.0,0.0,0.0,0.0,na,912522.0,114995.0,797527.0,0.0,0,0.0,na,2016140.0,na,na,na,na,na
2021-04-05,Région,RSS06,06 - Montréal,114998.0,2899.0,117897,5689.84,9.33,194.0,0.0,194,3404,163.77,na,na,109204,312,4614,222.68,0.05,2925,674,811,204,1,0.0,0.0,1.0,0.0,na,na,7448.0,1449.0,8897.0,429.38,0.0,0.0,0.0,0.0,na,915611.0,115504.0,800107.0,0.0,0,0.0,na,2024718.0,na,na,na,na,na
2021-04-06,Région,RSS06,06 - Montréal,115297.0,2899.0,118196,5704.27,10.06,208.0,1.0,209,3390,163.1,na,na,109512,311,4614,222.68,0.0,2925,674,811,204,0,0.0,0.0,0.0,0.0,na,na,7467.0,1456.0,8923.0,430.63,0.0,0.0,0.0,0.0,na,917627.0,115786.0,801841.0,0.0,0,0.0,na,2031376.0,na,na,na,na,na
2021-04-07,Région,RSS06,06 - Montréal,115668.0,2898.0,118566,5722.13,13.57,281.0,1.0,282,3486,167.72,na,na,109780,282,4619,222.92,0.05,2925,674,816,204,1,0.0,0.0,1.0,0.0,na,na,7471.0,1457.0,8928.0,430.88,0.0,0.0,0.0,0.0,na,920550.0,116154.0,804396.0,0.0,0,0.0,na,2041497.0,na,na,na,na,na
2021-04-08,Région,RSS06,06 - Montréal,116061.0,2897.0,118958,5741.05,13.9,288.0,1.0,289,3451,166.04,na,na,110205,438,4619,222.92,0.0,2925,674,816,204,0,0.0,0.0,0.0,0.0,na,na,7501.0,1471.0,8972.0,433.0,0.34,4.0,3.0,7.0,na,923543.0,116504.0,807039.0,0.0,0,0.0,na,2052233.0,195.0,79.0,274.0,na,na
2021-04-09,Région,RSS06,06 - Montréal,116488.0,2898.0,119386,5761.7,15.78,326.0,2.0,328,3487,167.77,na,na,110593,395,4622,223.06,0.0,2925,674,819,204,0,0.0,0.0,0.0,0.0,na,na,7520.0,1474.0,8994.0,434.06,0.29,6.0,0.0,6.0,na,926428.0,116900.0,809528.0,0.0,0,0.0,na,2062372.0,194.0,77.0,271.0,na,na
2021-04-10,Région,RSS06,06 - Montréal,116818.0,2898.0,119716,5777.63,7.79,162.0,0.0,162,3416,164.35,na,na,110988,403,4624,223.16,0.0,2925,674,821,204,0,0.0,0.0,0.0,0.0,na,na,7538.0,1477.0,9015.0,435.07,0.43,9.0,0.0,9.0,na,928946.0,117288.0,811658.0,0.0,0,0.0,na,2071699.0,201.0,77.0,278.0,na,na
2021-04-11,Région,RSS06,06 - Montréal,117175.0,2899.0,120074,5794.91,10.97,227.0,1.0,228,3438,165.41,na,na,111320,340,4626,223.26,0.0,2926,674,822,204,0,0.0,0.0,0.0,0.0,na,na,7546.0,1479.0,9025.0,435.56,0.1,2.0,0.0,2.0,na,930395.0,117520.0,812875.0,0.0,0,0.0,na,2076706.0,203.0,75.0,278.0,na,na
2021-04-12,Région,RSS06,06 - Montréal,117475.0,2899.0,120374,5809.39,7.84,163.0,0.0,163,3412,164.16,na,na,111646,335,4627,223.3,0.0,2926,674,823,204,0,0.0,0.0,0.0,0.0,na,na,7562.0,1486.0,9048.0,436.67,0.34,6.0,1.0,7.0,na,933202.0,117975.0,815227.0,0.0,0,0.0,na,2084608.0,204.0,77.0,281.0,na,na
2021-04-13,Région,RSS06,06 - Montréal,117788.0,2899.0,120687,5824.49,11.11,230.0,1.0,231,3461,166.52,na,na,111909,273,4627,223.3,0.0,2926,674,823,204,0,0.0,0.0,0.0,0.0,na,na,7576.0,1490.0,9066.0,437.54,0.34,6.0,1.0,7.0,na,935708.0,118321.0,817387.0,0.0,0,0.0,na,2093769.0,210.0,75.0,285.0,na,na
2021-04-14,Région,RSS06,06 - Montréal,118178.0,2899.0,121077,5843.31,12.7,263.0,1.0,264,3610,173.69,na,na,112145,253,4629,223.4,0.0,2926,674,824,205,0,0.0,0.0,0.0,0.0,na,na,7590.0,1495.0,9085.0,438.45,0.1,1.0,1.0,2.0,na,938395.0,118661.0,819734.0,0.0,0,0.0,na,2103726.0,212.0,77.0,289.0,na,na
2021-04-15,Région,RSS06,06 - Montréal,118530.0,2902.0,121432,5860.45,12.89,267.0,1.0,268,3593,172.87,na,na,112514,378,4631,223.5,0.0,2926,674,826,205,0,0.0,0.0,0.0,0.0,na,na,7607.0,1498.0,9105.0,439.42,0.34,6.0,1.0,7.0,na,941242.0,119017.0,822225.0,0.0,0,0.0,na,2114279.0,208.0,76.0,284.0,na,na
2021-04-16,Région,RSS06,06 - Montréal,118905.0,2902.0,121807,5878.54,11.07,229.0,1.0,230,3572,171.86,na,na,112908,397,4631,223.5,0.0,2926,674,826,205,0,0.0,0.0,0.0,0.0,na,na,7629.0,1504.0,9133.0,440.77,0.58,11.0,1.0,12.0,na,944058.0,119411.0,824647.0,0.0,0,0.0,na,2124695.0,216.0,81.0,297.0,na,na
2021-04-17,Région,RSS06,06 - Montréal,119240.0,2903.0,122143,5894.76,10.2,209.0,3.0,212,3523,169.5,na,na,113290,397,4633,223.59,0.0,2926,674,828,205,0,0.0,0.0,0.0,0.0,na,na,7639.0,1507.0,9146.0,441.4,0.19,3.0,1.0,4.0,na,946200.0,119670.0,826530.0,0.0,0,0.0,na,2132634.0,212.0,76.0,288.0,na,na
2021-04-18,Région,RSS06,06 - Montréal,119525.0,2905.0,122430,5908.61,6.98,144.0,1.0,145,3387,162.96,na,na,113710,416,4635,223.69,0.0,2926,674,830,205,0,0.0,0.0,0.0,0.0,na,na,7646.0,1511.0,9157.0,441.93,0.24,3.0,2.0,5.0,na,947705.0,119855.0,827850.0,0.0,0,0.0,na,2137570.0,206.0,81.0,287.0,na,na
2021-04-19,Région,RSS06,06 - Montréal,119748.0,2906.0,122654,5919.42,7.89,162.0,2.0,164,3247,156.22,na,na,114068,372,4641,223.98,0.05,2926,675,835,205,1,0.0,0.0,1.0,0.0,na,na,7648.0,1515.0,9163.0,442.22,0.05,1.0,0.0,1.0,na,950608.0,120209.0,830399.0,0.0,0,0.0,na,2146061.0,193.0,74.0,267.0,na,na
2021-04-20,Région,RSS06,06 - Montréal,119992.0,2908.0,122900,5931.29,8.61,177.0,2.0,179,3187,153.33,na,na,114371,313,4643,224.08,0.0,2927,675,836,205,0,0.0,0.0,0.0,0.0,na,na,7669.0,1519.0,9188.0,443.42,0.53,11.0,0.0,11.0,na,952984.0,120496.0,832488.0,0.0,0,0.0,na,2155158.0,197.0,75.0,272.0,na,na
2021-04-21,Région,RSS06,06 - Montréal,120301.0,2906.0,123207,5946.11,11.5,238.0,1.0,239,3217,154.78,na,na,114644,285,4644,224.12,0.0,2927,675,837,205,0,0.0,0.0,0.0,0.0,na,na,7684.0,1526.0,9210.0,444.49,0.43,8.0,1.0,9.0,na,955711.0,120794.0,834917.0,0.0,0,0.0,na,2165508.0,193.0,76.0,269.0,na,na
2021-04-22,Région,RSS06,06 - Montréal,120559.0,2906.0,123465,5958.56,9.67,201.0,0.0,201,3075,147.95,na,na,115041,409,4647,224.27,0.0,2928,675,839,205,0,0.0,0.0,0.0,0.0,na,na,7689.0,1529.0,9218.0,444.87,0.29,5.0,1.0,6.0,na,958263.0,121010.0,837253.0,0.0,0,0.0,na,2175476.0,177.0,72.0,249.0,na,na
2021-04-23,Région,RSS06,06 - Montréal,120845.0,2911.0,123756,5972.61,8.95,181.0,5.0,186,3050,146.74,na,na,115355,312,4648,224.32,0.0,2928,674,841,205,0,0.0,0.0,0.0,0.0,na,na,7694.0,1531.0,9225.0,445.21,0.14,3.0,0.0,3.0,na,960959.0,121303.0,839656.0,0.0,0,0.0,na,2185807.0,154.0,69.0,223.0,na,na
2021-04-24,Région,RSS06,06 - Montréal,121101.0,2911.0,124012,5984.96,10.92,227.0,0.0,227,2923,140.63,na,na,115733,381,4651,224.46,0.1,2928,674,844,205,2,0.0,0.0,2.0,0.0,na,na,7703.0,1535.0,9238.0,445.84,0.05,1.0,0.0,1.0,na,962773.0,121518.0,841255.0,0.0,0,0.0,na,2194319.0,153.0,65.0,218.0,na,na
2021-04-25,Région,RSS06,06 - Montréal,121324.0,2911.0,124235,5995.72,5.92,123.0,0.0,123,2801,134.76,na,na,116070,349,4653,224.56,0.05,2928,675,845,205,1,0.0,1.0,0.0,0.0,na,na,7714.0,1541.0,9255.0,446.66,0.43,6.0,3.0,9.0,na,964164.0,121710.0,842454.0,0.0,0,0.0,na,2199437.0,157.0,67.0,224.0,na,na
2021-04-26,Région,RSS06,06 - Montréal,121516.0,2914.0,124430,6005.13,6.59,135.0,2.0,137,2695,129.66,na,na,116366,310,4657,224.75,0.05,2928,675,849,205,1,0.0,0.0,1.0,0.0,na,na,7724.0,1544.0,9268.0,447.28,0.24,4.0,1.0,5.0,na,966337.0,121949.0,844388.0,0.0,0,0.0,na,2206553.0,152.0,67.0,219.0,na,na
2021-04-27,Région,RSS06,06 - Montréal,121811.0,2913.0,124724,6019.32,10.01,208.0,0.0,208,2726,131.15,na,na,116626,278,4658,224.8,0.0,2928,675,850,205,0,0.0,0.0,0.0,0.0,na,na,7738.0,1547.0,9285.0,448.1,0.19,4.0,0.0,4.0,na,968828.0,122241.0,846587.0,0.0,0,0.0,na,2216113.0,na,na,na,na,na
2021-04-28,Région,RSS06,06 - Montréal,122085.0,2912.0,124997,6032.5,10.49,218.0,0.0,218,2785,133.99,na,na,116843,229,4656,224.7,0.05,2927,675,849,205,1,0.0,1.0,0.0,0.0,na,na,7750.0,1551.0,9301.0,448.88,0.19,4.0,0.0,4.0,na,971159.0,122528.0,848631.0,0.0,0,0.0,na,2225558.0,148.0,68.0,216.0,na,na
2021-04-29,Région,RSS06,06 - Montréal,122380.0,2914.0,125294,6046.83,9.96,205.0,2.0,207,2759,132.74,na,na,117164,334,4659,224.85,0.05,2927,677,850,205,1,0.0,1.0,0.0,0.0,na,na,7765.0,1553.0,9318.0,449.7,0.38,8.0,0.0,8.0,na,974040.0,122868.0,851172.0,0.0,0,0.0,na,2238370.0,144.0,68.0,212.0,na,na
2021-04-30,Région,RSS06,06 - Montréal,122688.0,2914.0,125602,6061.7,8.56,177.0,1.0,178,2772,133.37,na,na,117458,301,4660,224.9,0.0,2927,677,851,205,0,0.0,0.0,0.0,0.0,na,na,7772.0,1558.0,9330.0,450.28,0.24,3.0,2.0,5.0,na,976496.0,123170.0,853326.0,0.0,0,0.0,na,2247759.0,138.0,69.0,207.0,na,na
2021-05-01,Région,RSS06,06 - Montréal,122962.0,2917.0,125879,6075.06,6.64,135.0,3.0,138,2751,132.36,na,na,117750,295,4661,224.95,0.0,2927,677,852,205,0,0.0,0.0,0.0,0.0,na,na,7785.0,1564.0,9349.0,451.19,0.1,1.0,1.0,2.0,na,978351.0,123363.0,854988.0,0.0,0,0.0,na,2255520.0,143.0,74.0,217.0,na,na
2021-05-02,Région,RSS06,06 - Montréal,123167.0,2918.0,126085,6085.01,5.05,104.0,1.0,105,2685,129.18,na,na,118018,294,4661,224.95,0.0,2927,677,852,205,0,0.0,0.0,0.0,0.0,na,na,7797.0,1565.0,9362.0,451.82,0.19,3.0,1.0,4.0,na,979741.0,123527.0,856214.0,0.0,0,0.0,na,2260684.0,152.0,65.0,217.0,na,na
2021-05-03,Région,RSS06,06 - Montréal,123356.0,2919.0,126275,6094.18,5.24,108.0,1.0,109,2638,126.92,na,na,118253,260,4664,225.09,0.0,2927,677,855,205,0,0.0,0.0,0.0,0.0,na,na,7809.0,1571.0,9380.0,452.69,0.38,6.0,2.0,8.0,na,982242.0,123836.0,858406.0,0.0,0,0.0,na,2268491.0,162.0,67.0,229.0,na,na
2021-05-04,Région,RSS06,06 - Montréal,123611.0,2919.0,126530,6106.48,7.36,152.0,1.0,153,2675,128.7,na,na,118464,231,4667,225.23,0.05,2927,678,857,205,1,0.0,0.0,1.0,0.0,na,na,7819.0,1576.0,9395.0,453.41,0.24,5.0,0.0,5.0,na,984854.0,124112.0,860742.0,0.0,0,0.0,na,2278920.0,160.0,69.0,229.0,na,na
2021-05-05,Région,RSS06,06 - Montréal,123823.0,2919.0,126742,6116.71,7.07,147.0,0.0,147,2666,128.27,na,na,118683,238,4667,225.23,0.0,2927,678,857,205,0,0.0,0.0,0.0,0.0,na,na,7832.0,1578.0,9410.0,454.14,0.24,3.0,2.0,5.0,na,988226.0,124486.0,863740.0,0.0,0,0.0,na,2292591.0,156.0,64.0,220.0,na,na
2021-05-06,Région,RSS06,06 - Montréal,124016.0,2920.0,126936,6126.08,8.13,168.0,1.0,169,2554,122.88,na,na,118989,324,4667,225.23,0.05,2928,678,856,205,1,1.0,0.0,0.0,0.0,na,na,7841.0,1583.0,9424.0,454.81,0.29,5.0,1.0,6.0,na,989770.0,124613.0,865157.0,0.0,0,0.0,na,2298037.0,153.0,63.0,216.0,na,na
2021-05-07,Région,RSS06,06 - Montréal,124219.0,2921.0,127140,6135.92,6.5,133.0,2.0,135,2471,118.89,na,na,119275,306,4668,225.28,0.0,2929,678,856,205,0,0.0,0.0,0.0,0.0,na,na,7851.0,1584.0,9435.0,455.34,0.29,5.0,1.0,6.0,na,991358.0,124803.0,866555.0,0.0,0,0.0,na,2305832.0,154.0,60.0,214.0,na,na
2021-05-08,Région,RSS06,06 - Montréal,124501.0,2921.0,127422,6149.53,6.16,128.0,0.0,128,2451,117.92,na,na,119572,299,4670,225.38,0.0,2929,679,857,205,0,0.0,0.0,0.0,0.0,na,na,7859.0,1591.0,9450.0,456.07,0.29,5.0,1.0,6.0,na,993276.0,125292.0,867984.0,0.0,0,0.0,na,2320959.0,153.0,64.0,217.0,na,na
2021-05-09,Région,RSS06,06 - Montréal,124689.0,2922.0,127611,6158.65,5.29,109.0,1.0,110,2367,113.88,na,na,119844,277,4671,225.43,0.0,2929,680,857,205,0,0.0,0.0,0.0,0.0,na,na,7871.0,1592.0,9463.0,456.7,0.14,2.0,1.0,3.0,na,994779.0,125448.0,869331.0,0.0,0,0.0,na,2326646.0,157.0,62.0,219.0,na,na
2021-05-10,Région,RSS06,06 - Montréal,124857.0,2922.0,127779,6166.76,5.73,118.0,1.0,119,2300,110.66,na,na,120073,263,4676,225.67,0.05,2929,680,862,205,1,0.0,0.0,1.0,0.0,na,na,7881.0,1596.0,9477.0,457.37,0.05,1.0,0.0,1.0,na,997617.0,125727.0,871890.0,0.0,0,0.0,na,2337605.0,154.0,62.0,216.0,na,na
2021-05-11,Région,RSS06,06 - Montréal,125064.0,2920.0,127984,6176.65,7.36,153.0,0.0,153,2290,110.18,na,na,120288,233,4677,225.72,0.05,2929,680,863,205,1,0.0,0.0,1.0,0.0,na,na,7892.0,1600.0,9492.0,458.09,0.38,6.0,2.0,8.0,na,998972.0,125854.0,873118.0,0.0,0,0.0,na,2342593.0,155.0,61.0,216.0,na,na
2021-05-12,Région,RSS06,06 - Montréal,125265.0,2921.0,128186,6186.4,7.26,149.0,2.0,151,2329,112.05,na,na,120447,196,4678,225.77,0.0,2929,680,864,205,0,0.0,0.0,0.0,0.0,na,na,7900.0,1602.0,9502.0,458.58,0.24,3.0,2.0,5.0,na,1001312.0,126087.0,875225.0,0.0,0,0.0,na,2352797.0,149.0,61.0,210.0,na,na
2021-05-13,Région,RSS06,06 - Montréal,125502.0,2922.0,128424,6197.89,7.02,145.0,1.0,146,2322,111.72,na,na,120692,259,4680,225.86,0.0,2929,681,865,205,0,0.0,0.0,0.0,0.0,na,na,7913.0,1604.0,9517.0,459.3,0.29,6.0,0.0,6.0,na,1003520.0,126312.0,877208.0,0.0,0,0.0,na,2362147.0,152.0,61.0,213.0,na,na
2021-05-14,Région,RSS06,06 - Montréal,125739.0,2920.0,128659,6209.23,5.82,121.0,0.0,121,2331,112.15,na,na,120914,249,4683,226.01,0.1,2929,684,865,205,2,0.0,1.0,1.0,0.0,na,na,7920.0,1606.0,9526.0,459.74,0.1,2.0,0.0,2.0,na,1005420.0,126622.0,878798.0,0.0,0,0.0,na,2369935.0,144.0,59.0,203.0,na,na
2021-05-15,Région,RSS06,06 - Montréal,125960.0,2920.0,128880,6219.9,5.2,108.0,0.0,108,2324,111.81,na,na,121143,241,4683,226.01,0.0,2929,684,865,205,0,0.0,0.0,0.0,0.0,na,na,7923.0,1608.0,9531.0,459.98,0.1,2.0,0.0,2.0,na,1007390.0,126866.0,880524.0,0.0,0,0.0,na,2377788.0,142.0,59.0,201.0,na,na
2021-05-16,Région,RSS06,06 - Montréal,126149.0,2920.0,129069,6229.02,4.96,102.0,1.0,103,2284,109.89,na,na,121364,233,4689,226.3,0.1,2929,684,870,206,2,0.0,0.0,1.0,1.0,na,na,7934.0,1608.0,9542.0,460.51,0.14,3.0,0.0,3.0,na,1008802.0,127054.0,881748.0,0.0,0,0.0,na,2383134.0,145.0,54.0,199.0,na,na
