No,RSS,NoRLS,RLS,Cas,Population,Taux
4,04 - Mauricie-et-Centre-du-Québec,,Total,2210,522 341,"423,1"
5,05 - Estrie,0511,0511 - RLS de la Pommeraie,166,56 125,"295,8"
5,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,324,105 861,"306,1"
5,05 - Estrie,0513,0513 - RLS de Memphrémagog,114,52 514,"217,1"
5,05 - Estrie,0514,0514 - RLS de Coaticook,18,18 741,"96,0"
5,05 - Estrie,0515,0515 - RLS de Sherbrooke,621,170 075,"365,1"
5,05 - Estrie,0516,0516 - RLS de Val Saint-François,83,31 490,"263,6"
5,05 - Estrie,0517,0517 - RLS d'Asbestos,48,14 257,"336,7"
5,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,59,22 749,"259,4"
5,05 - Estrie,0519,0519 - RLS du Granit,55,21 351,"257,6"
5,05 - Estrie,,Total,1500,493 163,"304,2"
6,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1756,224 596,"781,8"
6,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,2250,149 522,"1 504,8"
6,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1469,131 424,"1 117,8"
6,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,3196,245 703,"1 300,8"
6,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,2198,166 225,"1 322,3"
6,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1871,161 317,"1 159,8"
6,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1989,161 894,"1 228,6"
6,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,4451,172 517,"2 580,0"
6,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,1129,115 485,"977,6"
6,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2600,139 162,"1 868,3"
6,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3991,208 717,"1 912,2"
6,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2866,189 095,"1 515,6"
6,06 - Montréal,,Total,30668,2 065 657,"1 484,7"
7,07 - Outaouais,0711,0711 - RLS du Pontiac,5,20 152,"24,8"
7,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,8,20 552,"38,9"
7,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,45,38 891,"115,7"
7,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,897,264 517,"339,1"
7,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,82,56 920,"144,1"
7,07 - Outaouais,,Total,1039,401 032,"259,1"
8,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,13,20 528,"63,3"
8,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,11,24 729,"44,5"
8,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,132,43 180,"305,7"
8,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,11,43 551,"25,3"
8,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,22,15 628,"140,8"
8,08 - Abitibi-Témiscamingue,,Total,190,147 616,"128,7"
9,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,n.d.,3 230,n.d.
9,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,29,40 494,"71,6"
9,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,51,7 314,"697,3"
9,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,49,27 344,"179,2"
9,09 - Côte-Nord,0915,0915 - RLS de la Minganie,8,6 428,"124,5"
9,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,4 582,"0,0"
9,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,641,"0,0"
9,09 - Côte-Nord,,Total,140,90 033,"155,5"
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,8,13 558,"59,0"
10,10 - Nord-du-Québec,,Total,8,13 558,"59,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,148,32 176,"460,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,12,10 582,"113,4"
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,18,18 753,"96,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,34,15 881,"214,1"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,10,12 606,"79,3"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,222,89 998,"246,7"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,523,258 118,"202,6"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,121,42 500,"284,7"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,115,73 173,"157,2"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,22,16 426,"133,9"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,28,40 092,"69,8"
12,12 - Chaudière-Appalaches,,Total,811,430 309,"188,5"
13,13 - Laval,1311,1311 - RLS de Laval,6561,442 745,"1 481,9"
13,13 - Laval,,Total,6561,442 745,"1 481,9"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1824,223 099,"817,6"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,3093,296 993,"1 041,4"
14,14 - Lanaudière,,Total,5004,520 092,"962,1"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,34,35 580,"95,6"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,185,48 016,"385,3"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,267,44 362,"601,9"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,132,33 422,"394,9"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,910,124 641,"730,1"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1329,177 517,"748,7"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1527,163 430,"934,3"
15,15 - Laurentides,,Total,4402,626 968,"702,1"
16,16 - Montérégie,1611,1611 - RLS de Champlain,2110,225 442,"935,9"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,888,195 297,"454,7"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,2444,262 440,"931,3"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,1113,220 957,"503,7"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,57,51 371,"111,0"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,881,160 002,"550,6"
16,16 - Montérégie,1632,1632 - RLS du Suroît,698,60 523,"1 153,3"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,111,24 346,"455,9"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1446,232 373,"622,3"
16,16 - Montérégie,,Total,9764,1 432 751,"681,5"
17,17 - Nunavik,1701,1701 - Nunavik,18,14 260,"126,2"
17,17 - Nunavik,,Total,18,14 260,"126,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,12,18 385,"65,3"
18,18 - Terres-Cries-de-la-Baie-James,,Total,12,18 385,"65,3"
