No,RSS,NoRLS,RLS,Cas,Population,Taux
9,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,25,40 494,"61,7"
9,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,51,7 314,"697,3"
9,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,48,27 344,"175,5"
9,09 - Côte-Nord,0915,0915 - RLS de la Minganie,8,6 428,"124,5"
9,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,n.d.,4 582,n.d.
9,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,641,"0,0"
9,09 - Côte-Nord,,Total,134,90 033,"148,8"
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,8,13 558,"59,0"
10,10 - Nord-du-Québec,,Total,8,13 558,"59,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,146,32 176,"453,8"
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,10,10 582,"94,5"
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,18,18 753,"96,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,33,15 881,"207,8"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,10,12 606,"79,3"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,217,89 998,"241,1"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,478,258 118,"185,2"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,71,42 500,"167,1"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,99,73 173,"135,3"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,21,16 426,"127,8"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,21,40 092,"52,4"
12,12 - Chaudière-Appalaches,,Total,691,430 309,"160,6"
13,13 - Laval,1311,1311 - RLS de Laval,6456,442 745,"1 458,2"
13,13 - Laval,,Total,6456,442 745,"1 458,2"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1794,223 099,"804,1"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,3041,296 993,"1 023,9"
14,14 - Lanaudière,,Total,4920,520 092,"946,0"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,34,35 580,"95,6"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,184,48 016,"383,2"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,260,44 362,"586,1"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,127,33 422,"380,0"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,895,124 641,"718,1"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1308,177 517,"736,8"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1508,163 430,"922,7"
15,15 - Laurentides,,Total,4333,626 968,"691,1"
16,16 - Montérégie,1611,1611 - RLS de Champlain,2071,225 442,"918,6"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,873,195 297,"447,0"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,2403,262 440,"915,6"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,1082,220 957,"489,7"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,57,51 371,"111,0"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,870,160 002,"543,7"
16,16 - Montérégie,1632,1632 - RLS du Suroît,693,60 523,"1 145,0"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,111,24 346,"455,9"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1418,232 373,"610,2"
16,16 - Montérégie,,Total,9590,1 432 751,"669,3"
17,17 - Nunavik,1701,1701 - Nunavik,18,14 260,"126,2"
17,17 - Nunavik,,Total,18,14 260,"126,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,10,18 385,"54,4"
18,18 - Terres-Cries-de-la-Baie-James,,Total,10,18 385,"54,4"
