Date,Regroupement,Croisement,Nom,vac_quo_tot_n,vac_cum_tot_n,cv_xbb_tot_n,pop_tot_n,cv_xbb_tot_p,vac_quo_tot_m
2020-12-14,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,231,231,,,,
2020-12-14,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,,,,
2020-12-14,Groupe prioritaire,GRP-RPA,Résident en RPA,0,0,,,,
2020-12-14,Groupe prioritaire,GRP-TS,Travailleur de la santé,61,61,,,,
2020-12-14,Groupe prioritaire,TOT,Total,311,311,,,,
2020-12-14,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,1,1,,,,
2020-12-14,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-14,Groupe d'âge 2,GR2_12_17,12 à 17 ans,0,0,,,,
2020-12-14,Groupe d'âge 2,GR2_18_29,18 à 29 ans,13,13,,,,
2020-12-14,Groupe d'âge 2,GR2_30_49,30 à 49 ans,41,41,,,,
2020-12-14,Groupe d'âge 2,GR2_50_69,50 à 69 ans,52,52,,,,
2020-12-14,Groupe d'âge 2,GR2_70_79,70 à 79 ans,35,35,,,,
2020-12-14,Groupe d'âge 2,GR2_80_,80 ans et plus,169,169,,,,
2020-12-14,Groupe d'âge 2,TOT,Total,311,311,,,,
2020-12-14,Groupe d'âge 2,GR2_12_,12 ans et +,310,310,,,,
2020-12-14,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,1,1,,,,
2020-12-14,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-14,Groupe d'âge 3,GR3_12_17,12 à 17 ans,0,0,,,,
2020-12-14,Groupe d'âge 3,GR3_18_59,18 à 59 ans,78,78,,,,
2020-12-14,Groupe d'âge 3,GR3_60_69,60 à 69 ans,28,28,,,,
2020-12-14,Groupe d'âge 3,GR3_70_79,70 à 79 ans,35,35,,,,
2020-12-14,Groupe d'âge 3,GR3_80_,80 ans et +,169,169,,,,
2020-12-14,Groupe d'âge 3,TOT,Total,311,311,,,,
2020-12-14,Groupe d'âge 3,GR3_18_,18 ans et +,310,310,,,,
2020-12-14,Groupe d'âge 3,GR3_60_,60 ans et +,232,232,,,,
2020-12-15,Région,RSS00,Inconnue,0,0,,,,
2020-12-15,Région,RSS01,01 - Bas-Saint-Laurent,0,1,,,,
2020-12-15,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,5,5,,,,
2020-12-15,Région,RSS03,03 - Capitale-Nationale,633,776,,,,
2020-12-15,Région,RSS04,04 - Mauricie et Centre-du-Québec,11,12,,,,
2020-12-15,Région,RSS05,05 - Estrie,6,12,,,,
2020-12-15,Région,RSS06,06 - Montréal,373,521,,,,
2020-12-15,Région,RSS07,07 - Outaouais,2,3,,,,
2020-12-15,Région,RSS08,08 - Abitibi-Témiscamingue,1,1,,,,
2020-12-15,Région,RSS09,09 - Côte-Nord,2,2,,,,
2020-12-15,Région,RSS10,10 - Nord-du-Québec,0,0,,,,
2020-12-15,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,0,0,,,,
2020-12-15,Région,RSS12,12 - Chaudière-Appalaches,52,58,,,,
2020-12-15,Région,RSS13,13 - Laval,28,30,,,,
2020-12-15,Région,RSS14,14 - Lanaudière,4,4,,,,
2020-12-15,Région,RSS15,15 - Laurentides,13,15,,,,
2020-12-15,Région,RSS16,16 - Montérégie,57,58,,,,
2020-12-15,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-15,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,,,,
2020-12-15,Région,RSS98,Hors Québec,1,1,,,,
2020-12-15,Région,RSS99,Ensemble du Québec,1188,1499,,,,
2020-12-15,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-15,Groupe d'âge 1,GR1_16_59,16 à 59 ans,868,946,,,,
2020-12-15,Groupe d'âge 1,GR1_60_69,60 à 69 ans,117,145,,,,
2020-12-15,Groupe d'âge 1,GR1_70_79,70 à 79 ans,43,78,,,,
2020-12-15,Groupe d'âge 1,GR1_80_,80 ans et plus,160,329,,,,
2020-12-15,Groupe d'âge 1,TOT,Total,1188,1499,,,,
2020-12-15,Sexe,FEM,Féminin,836,1042,,,,
2020-12-15,Sexe,INC,Inconnu,0,0,,,,
2020-12-15,Sexe,MASC,Masculin,352,457,,,,
2020-12-15,Sexe,TOT,Total,1188,1499,,,,
2020-12-15,Groupe prioritaire,GRP-Autres,Autres raisons,27,46,,,,
2020-12-15,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,224,455,,,,
2020-12-15,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,,,,
2020-12-15,Groupe prioritaire,GRP-RPA,Résident en RPA,1,1,,,,
2020-12-15,Groupe prioritaire,GRP-TS,Travailleur de la santé,936,997,,,,
2020-12-15,Groupe prioritaire,TOT,Total,1188,1499,,,,
2020-12-15,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-15,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-15,Groupe d'âge 2,GR2_12_17,12 à 17 ans,2,2,,,,
2020-12-15,Groupe d'âge 2,GR2_18_29,18 à 29 ans,117,130,,,,
2020-12-15,Groupe d'âge 2,GR2_30_49,30 à 49 ans,443,484,,,,
2020-12-15,Groupe d'âge 2,GR2_50_69,50 à 69 ans,423,475,,,,
2020-12-15,Groupe d'âge 2,GR2_70_79,70 à 79 ans,43,78,,,,
2020-12-15,Groupe d'âge 2,GR2_80_,80 ans et plus,160,329,,,,
2020-12-15,Groupe d'âge 2,TOT,Total,1188,1499,,,,
2020-12-15,Groupe d'âge 2,GR2_12_,12 ans et +,1188,1498,,,,
2020-12-15,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-15,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-15,Groupe d'âge 3,GR3_12_17,12 à 17 ans,2,2,,,,
2020-12-15,Groupe d'âge 3,GR3_18_59,18 à 59 ans,866,944,,,,
2020-12-15,Groupe d'âge 3,GR3_60_69,60 à 69 ans,117,145,,,,
2020-12-15,Groupe d'âge 3,GR3_70_79,70 à 79 ans,43,78,,,,
2020-12-15,Groupe d'âge 3,GR3_80_,80 ans et +,160,329,,,,
2020-12-15,Groupe d'âge 3,TOT,Total,1188,1499,,,,
2020-12-15,Groupe d'âge 3,GR3_18_,18 ans et +,1186,1496,,,,
2020-12-15,Groupe d'âge 3,GR3_60_,60 ans et +,320,552,,,,
2020-12-16,Région,RSS00,Inconnue,2,2,,,,
2020-12-16,Région,RSS01,01 - Bas-Saint-Laurent,0,1,,,,
2020-12-16,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,2,7,,,,
2020-12-16,Région,RSS03,03 - Capitale-Nationale,503,1279,,,,
2020-12-16,Région,RSS04,04 - Mauricie et Centre-du-Québec,7,19,,,,
2020-12-16,Région,RSS05,05 - Estrie,9,21,,,,
2020-12-16,Région,RSS06,06 - Montréal,319,840,,,,
2020-12-16,Région,RSS07,07 - Outaouais,1,4,,,,
2020-12-16,Région,RSS08,08 - Abitibi-Témiscamingue,1,2,,,,
2020-12-16,Région,RSS09,09 - Côte-Nord,0,2,,,,
2020-12-16,Région,RSS10,10 - Nord-du-Québec,1,1,,,,
2020-12-16,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1,1,,,,
2020-12-16,Région,RSS12,12 - Chaudière-Appalaches,46,104,,,,
2020-12-16,Région,RSS13,13 - Laval,18,48,,,,
2020-12-16,Région,RSS14,14 - Lanaudière,5,9,,,,
2020-12-16,Région,RSS15,15 - Laurentides,11,26,,,,
2020-12-16,Région,RSS16,16 - Montérégie,45,103,,,,
2020-12-16,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,,,,
2020-12-16,Région,RSS98,Hors Québec,0,1,,,,
2020-12-16,Région,RSS99,Ensemble du Québec,971,2470,,,,
2020-12-16,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-16,Groupe d'âge 1,GR1_16_59,16 à 59 ans,870,1816,,,,
2020-12-16,Groupe d'âge 1,GR1_60_69,60 à 69 ans,91,236,,,,
2020-12-16,Groupe d'âge 1,GR1_70_79,70 à 79 ans,9,87,,,,
2020-12-16,Groupe d'âge 1,GR1_80_,80 ans et plus,1,330,,,,
2020-12-16,Groupe d'âge 1,TOT,Total,971,2470,,,,
2020-12-16,Sexe,FEM,Féminin,687,1729,,,,
2020-12-16,Sexe,INC,Inconnu,2,2,,,,
2020-12-16,Sexe,MASC,Masculin,282,739,,,,
2020-12-16,Sexe,TOT,Total,971,2470,,,,
2020-12-16,Groupe prioritaire,GRP-Autres,Autres raisons,29,75,,,,
2020-12-16,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,1,456,,,,
2020-12-16,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,,,,
2020-12-16,Groupe prioritaire,GRP-RPA,Résident en RPA,0,1,,,,
2020-12-16,Groupe prioritaire,GRP-TS,Travailleur de la santé,941,1938,,,,
2020-12-16,Groupe prioritaire,TOT,Total,971,2470,,,,
2020-12-16,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-16,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-16,Groupe d'âge 2,GR2_12_17,12 à 17 ans,2,4,,,,
2020-12-16,Groupe d'âge 2,GR2_18_29,18 à 29 ans,148,278,,,,
2020-12-16,Groupe d'âge 2,GR2_30_49,30 à 49 ans,450,934,,,,
2020-12-16,Groupe d'âge 2,GR2_50_69,50 à 69 ans,361,836,,,,
2020-12-16,Groupe d'âge 2,GR2_70_79,70 à 79 ans,9,87,,,,
2020-12-16,Groupe d'âge 2,GR2_80_,80 ans et plus,1,330,,,,
2020-12-16,Groupe d'âge 2,TOT,Total,971,2470,,,,
2020-12-16,Groupe d'âge 2,GR2_12_,12 ans et +,971,2469,,,,
2020-12-16,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-16,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-16,Groupe d'âge 3,GR3_12_17,12 à 17 ans,2,4,,,,
2020-12-16,Groupe d'âge 3,GR3_18_59,18 à 59 ans,868,1812,,,,
2020-12-16,Groupe d'âge 3,GR3_60_69,60 à 69 ans,91,236,,,,
2020-12-16,Groupe d'âge 3,GR3_70_79,70 à 79 ans,9,87,,,,
2020-12-16,Groupe d'âge 3,GR3_80_,80 ans et +,1,330,,,,
2020-12-16,Groupe d'âge 3,TOT,Total,971,2470,,,,
2020-12-16,Groupe d'âge 3,GR3_18_,18 ans et +,969,2465,,,,
2020-12-16,Groupe d'âge 3,GR3_60_,60 ans et +,101,653,,,,
2020-12-17,Région,RSS00,Inconnue,1,3,,,,
2020-12-17,Région,RSS01,01 - Bas-Saint-Laurent,7,8,,,,
2020-12-17,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,3,10,,,,
2020-12-17,Région,RSS03,03 - Capitale-Nationale,458,1737,,,,
2020-12-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,6,25,,,,
2020-12-17,Région,RSS05,05 - Estrie,3,24,,,,
2020-12-17,Région,RSS06,06 - Montréal,289,1129,,,,
2020-12-17,Région,RSS07,07 - Outaouais,2,6,,,,
2020-12-17,Région,RSS08,08 - Abitibi-Témiscamingue,1,3,,,,
2020-12-17,Région,RSS09,09 - Côte-Nord,4,6,,,,
2020-12-17,Région,RSS10,10 - Nord-du-Québec,0,1,,,,
2020-12-17,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,0,1,,,,
2020-12-17,Région,RSS12,12 - Chaudière-Appalaches,49,153,,,,
2020-12-17,Région,RSS13,13 - Laval,24,72,,,,
2020-12-17,Région,RSS14,14 - Lanaudière,8,17,,,,
2020-12-17,Région,RSS15,15 - Laurentides,15,41,,,,
2020-12-17,Région,RSS16,16 - Montérégie,42,145,,,,
2020-12-17,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-17,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,,,,
2020-12-17,Région,RSS98,Hors Québec,2,3,,,,
2020-12-17,Région,RSS99,Ensemble du Québec,914,3384,,,,708
2020-12-17,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-17,Groupe d'âge 1,GR1_16_59,16 à 59 ans,819,2635,,,,
2020-12-17,Groupe d'âge 1,GR1_60_69,60 à 69 ans,81,317,,,,
2020-12-17,Groupe d'âge 1,GR1_70_79,70 à 79 ans,9,96,,,,
2020-12-17,Groupe d'âge 1,GR1_80_,80 ans et plus,5,335,,,,
2020-12-17,Groupe d'âge 1,TOT,Total,914,3384,,,,708
2020-12-17,Sexe,FEM,Féminin,640,2369,,,,
2020-12-17,Sexe,INC,Inconnu,0,2,,,,
2020-12-17,Sexe,MASC,Masculin,274,1013,,,,
2020-12-17,Sexe,TOT,Total,914,3384,,,,708
2020-12-17,Groupe prioritaire,GRP-Autres,Autres raisons,14,89,,,,
2020-12-17,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,6,462,,,,
2020-12-17,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,,,,
2020-12-17,Groupe prioritaire,GRP-RPA,Résident en RPA,0,1,,,,
2020-12-17,Groupe prioritaire,GRP-TS,Travailleur de la santé,894,2832,,,,
2020-12-17,Groupe prioritaire,TOT,Total,914,3384,,,,708
2020-12-17,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-17,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-17,Groupe d'âge 2,GR2_12_17,12 à 17 ans,0,4,,,,
2020-12-17,Groupe d'âge 2,GR2_18_29,18 à 29 ans,141,419,,,,
2020-12-17,Groupe d'âge 2,GR2_30_49,30 à 49 ans,434,1368,,,,
2020-12-17,Groupe d'âge 2,GR2_50_69,50 à 69 ans,325,1161,,,,
2020-12-17,Groupe d'âge 2,GR2_70_79,70 à 79 ans,9,96,,,,
2020-12-17,Groupe d'âge 2,GR2_80_,80 ans et plus,5,335,,,,
2020-12-17,Groupe d'âge 2,TOT,Total,914,3384,,,,708
2020-12-17,Groupe d'âge 2,GR2_12_,12 ans et +,914,3383,,,,
2020-12-17,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-17,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-17,Groupe d'âge 3,GR3_12_17,12 à 17 ans,0,4,,,,
2020-12-17,Groupe d'âge 3,GR3_18_59,18 à 59 ans,819,2631,,,,
2020-12-17,Groupe d'âge 3,GR3_60_69,60 à 69 ans,81,317,,,,
2020-12-17,Groupe d'âge 3,GR3_70_79,70 à 79 ans,9,96,,,,
2020-12-17,Groupe d'âge 3,GR3_80_,80 ans et +,5,335,,,,
2020-12-17,Groupe d'âge 3,TOT,Total,914,3384,,,,708
2020-12-17,Groupe d'âge 3,GR3_18_,18 ans et +,914,3379,,,,
2020-12-17,Groupe d'âge 3,GR3_60_,60 ans et +,95,748,,,,
2020-12-18,Région,RSS00,Inconnue,1,4,,,,
2020-12-18,Région,RSS01,01 - Bas-Saint-Laurent,0,8,,,,
2020-12-18,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,4,14,,,,
2020-12-18,Région,RSS03,03 - Capitale-Nationale,483,2220,,,,
2020-12-18,Région,RSS04,04 - Mauricie et Centre-du-Québec,5,30,,,,
2020-12-18,Région,RSS05,05 - Estrie,10,34,,,,
2020-12-18,Région,RSS06,06 - Montréal,145,1274,,,,
2020-12-18,Région,RSS07,07 - Outaouais,0,6,,,,
2020-12-18,Région,RSS08,08 - Abitibi-Témiscamingue,0,3,,,,
2020-12-18,Région,RSS09,09 - Côte-Nord,0,6,,,,
2020-12-18,Région,RSS10,10 - Nord-du-Québec,0,1,,,,
2020-12-18,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,0,1,,,,
2020-12-18,Région,RSS12,12 - Chaudière-Appalaches,40,193,,,,
2020-12-18,Région,RSS13,13 - Laval,15,87,,,,
2020-12-18,Région,RSS14,14 - Lanaudière,4,21,,,,
2020-12-18,Région,RSS15,15 - Laurentides,6,47,,,,
2020-12-18,Région,RSS16,16 - Montérégie,29,174,,,,
2020-12-18,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-18,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,,,,
2020-12-18,Région,RSS98,Hors Québec,0,3,,,,
2020-12-18,Région,RSS99,Ensemble du Québec,742,4126,,,,738
2020-12-18,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-18,Groupe d'âge 1,GR1_16_59,16 à 59 ans,680,3315,,,,
2020-12-18,Groupe d'âge 1,GR1_60_69,60 à 69 ans,55,372,,,,
2020-12-18,Groupe d'âge 1,GR1_70_79,70 à 79 ans,4,100,,,,
2020-12-18,Groupe d'âge 1,GR1_80_,80 ans et plus,3,338,,,,
2020-12-18,Groupe d'âge 1,TOT,Total,742,4126,,,,738
2020-12-18,Sexe,FEM,Féminin,543,2912,,,,
2020-12-18,Sexe,INC,Inconnu,1,3,,,,
2020-12-18,Sexe,MASC,Masculin,198,1211,,,,
2020-12-18,Sexe,TOT,Total,742,4126,,,,738
2020-12-18,Groupe prioritaire,GRP-Autres,Autres raisons,22,111,,,,
2020-12-18,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,2,464,,,,
2020-12-18,Groupe prioritaire,GRP-MC,Maladie chronique,1,1,,,,
2020-12-18,Groupe prioritaire,GRP-RPA,Résident en RPA,0,1,,,,
2020-12-18,Groupe prioritaire,GRP-TS,Travailleur de la santé,717,3549,,,,
2020-12-18,Groupe prioritaire,TOT,Total,742,4126,,,,738
2020-12-18,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-18,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-18,Groupe d'âge 2,GR2_12_17,12 à 17 ans,0,4,,,,
2020-12-18,Groupe d'âge 2,GR2_18_29,18 à 29 ans,116,535,,,,
2020-12-18,Groupe d'âge 2,GR2_30_49,30 à 49 ans,355,1723,,,,
2020-12-18,Groupe d'âge 2,GR2_50_69,50 à 69 ans,264,1425,,,,
2020-12-18,Groupe d'âge 2,GR2_70_79,70 à 79 ans,4,100,,,,
2020-12-18,Groupe d'âge 2,GR2_80_,80 ans et plus,3,338,,,,
2020-12-18,Groupe d'âge 2,TOT,Total,742,4126,,,,738
2020-12-18,Groupe d'âge 2,GR2_12_,12 ans et +,742,4125,,,,
2020-12-18,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-18,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-18,Groupe d'âge 3,GR3_12_17,12 à 17 ans,0,4,,,,
2020-12-18,Groupe d'âge 3,GR3_18_59,18 à 59 ans,680,3311,,,,
2020-12-18,Groupe d'âge 3,GR3_60_69,60 à 69 ans,55,372,,,,
2020-12-18,Groupe d'âge 3,GR3_70_79,70 à 79 ans,4,100,,,,
2020-12-18,Groupe d'âge 3,GR3_80_,80 ans et +,3,338,,,,
2020-12-18,Groupe d'âge 3,TOT,Total,742,4126,,,,738
2020-12-18,Groupe d'âge 3,GR3_18_,18 ans et +,742,4121,,,,
2020-12-18,Groupe d'âge 3,GR3_60_,60 ans et +,62,810,,,,
2020-12-19,Région,RSS00,Inconnue,1,5,,,,
2020-12-19,Région,RSS01,01 - Bas-Saint-Laurent,4,12,,,,
2020-12-19,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,4,18,,,,
2020-12-19,Région,RSS03,03 - Capitale-Nationale,544,2764,,,,
2020-12-19,Région,RSS04,04 - Mauricie et Centre-du-Québec,4,34,,,,
2020-12-19,Région,RSS05,05 - Estrie,3,37,,,,
2020-12-19,Région,RSS06,06 - Montréal,83,1357,,,,
2020-12-19,Région,RSS07,07 - Outaouais,1,7,,,,
2020-12-19,Région,RSS08,08 - Abitibi-Témiscamingue,0,3,,,,
2020-12-19,Région,RSS09,09 - Côte-Nord,0,6,,,,
2020-12-19,Région,RSS10,10 - Nord-du-Québec,0,1,,,,
2020-12-19,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1,2,,,,
2020-12-19,Région,RSS12,12 - Chaudière-Appalaches,43,236,,,,
2020-12-19,Région,RSS13,13 - Laval,4,91,,,,
2020-12-19,Région,RSS14,14 - Lanaudière,3,24,,,,
2020-12-19,Région,RSS15,15 - Laurentides,7,54,,,,
2020-12-19,Région,RSS16,16 - Montérégie,15,189,,,,
2020-12-19,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-19,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1,1,,,,
2020-12-19,Région,RSS98,Hors Québec,0,3,,,,
2020-12-19,Région,RSS99,Ensemble du Québec,718,4844,,,,858
2020-12-19,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-19,Groupe d'âge 1,GR1_16_59,16 à 59 ans,636,3951,,,,
2020-12-19,Groupe d'âge 1,GR1_60_69,60 à 69 ans,70,442,,,,
2020-12-19,Groupe d'âge 1,GR1_70_79,70 à 79 ans,11,111,,,,
2020-12-19,Groupe d'âge 1,GR1_80_,80 ans et plus,1,339,,,,
2020-12-19,Groupe d'âge 1,TOT,Total,718,4844,,,,858
2020-12-19,Sexe,FEM,Féminin,546,3458,,,,
2020-12-19,Sexe,INC,Inconnu,0,3,,,,
2020-12-19,Sexe,MASC,Masculin,172,1383,,,,
2020-12-19,Sexe,TOT,Total,718,4844,,,,858
2020-12-19,Groupe prioritaire,GRP-Autres,Autres raisons,3,114,,,,
2020-12-19,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,0,464,,,,
2020-12-19,Groupe prioritaire,GRP-MC,Maladie chronique,0,1,,,,
2020-12-19,Groupe prioritaire,GRP-RPA,Résident en RPA,1,2,,,,
2020-12-19,Groupe prioritaire,GRP-TS,Travailleur de la santé,714,4263,,,,
2020-12-19,Groupe prioritaire,TOT,Total,718,4844,,,,858
2020-12-19,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-19,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-19,Groupe d'âge 2,GR2_12_17,12 à 17 ans,2,6,,,,
2020-12-19,Groupe d'âge 2,GR2_18_29,18 à 29 ans,119,654,,,,
2020-12-19,Groupe d'âge 2,GR2_30_49,30 à 49 ans,333,2056,,,,
2020-12-19,Groupe d'âge 2,GR2_50_69,50 à 69 ans,252,1677,,,,
2020-12-19,Groupe d'âge 2,GR2_70_79,70 à 79 ans,11,111,,,,
2020-12-19,Groupe d'âge 2,GR2_80_,80 ans et plus,1,339,,,,
2020-12-19,Groupe d'âge 2,TOT,Total,718,4844,,,,858
2020-12-19,Groupe d'âge 2,GR2_12_,12 ans et +,718,4843,,,,
2020-12-19,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-19,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-19,Groupe d'âge 3,GR3_12_17,12 à 17 ans,2,6,,,,
2020-12-19,Groupe d'âge 3,GR3_18_59,18 à 59 ans,634,3945,,,,
2020-12-19,Groupe d'âge 3,GR3_60_69,60 à 69 ans,70,442,,,,
2020-12-19,Groupe d'âge 3,GR3_70_79,70 à 79 ans,11,111,,,,
2020-12-19,Groupe d'âge 3,GR3_80_,80 ans et +,1,339,,,,
2020-12-19,Groupe d'âge 3,TOT,Total,718,4844,,,,858
2020-12-19,Groupe d'âge 3,GR3_18_,18 ans et +,716,4837,,,,
2020-12-19,Groupe d'âge 3,GR3_60_,60 ans et +,82,892,,,,
2020-12-20,Région,RSS00,Inconnue,2,7,,,,
2020-12-20,Région,RSS01,01 - Bas-Saint-Laurent,1,13,,,,
2020-12-20,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,0,18,,,,
2020-12-20,Région,RSS03,03 - Capitale-Nationale,0,2764,,,,
2020-12-20,Région,RSS04,04 - Mauricie et Centre-du-Québec,0,34,,,,
2020-12-20,Région,RSS05,05 - Estrie,1,38,,,,
2020-12-20,Région,RSS06,06 - Montréal,80,1437,,,,
2020-12-20,Région,RSS07,07 - Outaouais,0,7,,,,
2020-12-20,Région,RSS08,08 - Abitibi-Témiscamingue,0,3,,,,
2020-12-20,Région,RSS09,09 - Côte-Nord,0,6,,,,
2020-12-20,Région,RSS10,10 - Nord-du-Québec,0,1,,,,
2020-12-20,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,0,2,,,,
2020-12-20,Région,RSS12,12 - Chaudière-Appalaches,0,236,,,,
2020-12-20,Région,RSS13,13 - Laval,9,100,,,,
2020-12-20,Région,RSS14,14 - Lanaudière,4,28,,,,
2020-12-20,Région,RSS15,15 - Laurentides,1,55,,,,
2020-12-20,Région,RSS16,16 - Montérégie,15,204,,,,
2020-12-20,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-20,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,1,,,,
