Date,GrAge_Declaration,Statut_Vaccinal,Nb_Nvx_Cas
2021-07-22,60-69 ans,Vacciné 3 doses,0
2021-07-22,70-79 ans,Inconnu,1
2021-07-22,70-79 ans,Non-vacciné,0
2021-07-22,70-79 ans,Vacciné 1 dose,1
2021-07-22,70-79 ans,Vacciné 2 doses,0
2021-07-22,70-79 ans,Vacciné 3 doses,0
2021-07-22,80-89 ans,Inconnu,0
2021-07-22,80-89 ans,Non-vacciné,0
2021-07-22,80-89 ans,Vacciné 1 dose,0
2021-07-22,80-89 ans,Vacciné 2 doses,2
2021-07-22,80-89 ans,Vacciné 3 doses,0
2021-07-22,90 ans et plus,Inconnu,0
2021-07-22,90 ans et plus,Non-vacciné,0
2021-07-22,90 ans et plus,Vacciné 1 dose,0
2021-07-22,90 ans et plus,Vacciné 2 doses,0
2021-07-22,90 ans et plus,Vacciné 3 doses,0
2021-07-22,Inconnu,Inconnu,0
2021-07-22,Inconnu,Non-vacciné,0
2021-07-22,Inconnu,Vacciné 1 dose,0
2021-07-22,Inconnu,Vacciné 2 doses,0
2021-07-22,Inconnu,Vacciné 3 doses,0
2021-07-23,0-9 ans,0 à 4 ans,6
2021-07-23,0-9 ans,Inconnu,1
2021-07-23,0-9 ans,Non-vacciné,6
2021-07-23,0-9 ans,Vacciné 1 dose,0
2021-07-23,0-9 ans,Vacciné 2 doses,0
2021-07-23,0-9 ans,Vacciné 3 doses,0
2021-07-23,10-19 ans,Inconnu,0
2021-07-23,10-19 ans,Non-vacciné,5
2021-07-23,10-19 ans,Vacciné 1 dose,4
2021-07-23,10-19 ans,Vacciné 2 doses,0
2021-07-23,10-19 ans,Vacciné 3 doses,0
2021-07-23,20-29 ans,Inconnu,7
2021-07-23,20-29 ans,Non-vacciné,21
2021-07-23,20-29 ans,Vacciné 1 dose,11
2021-07-23,20-29 ans,Vacciné 2 doses,4
2021-07-23,20-29 ans,Vacciné 3 doses,0
2021-07-23,30-39 ans,Inconnu,3
2021-07-23,30-39 ans,Non-vacciné,15
2021-07-23,30-39 ans,Vacciné 1 dose,6
2021-07-23,30-39 ans,Vacciné 2 doses,2
2021-07-23,30-39 ans,Vacciné 3 doses,0
2021-07-23,40-49 ans,Inconnu,3
2021-07-23,40-49 ans,Non-vacciné,5
2021-07-23,40-49 ans,Vacciné 1 dose,4
2021-07-23,40-49 ans,Vacciné 2 doses,4
2021-07-23,40-49 ans,Vacciné 3 doses,0
2021-07-23,50-59 ans,Inconnu,0
2021-07-23,50-59 ans,Non-vacciné,2
2021-07-23,50-59 ans,Vacciné 1 dose,1
2021-07-23,50-59 ans,Vacciné 2 doses,3
2021-07-23,50-59 ans,Vacciné 3 doses,0
2021-07-23,60-69 ans,Inconnu,0
2021-07-23,60-69 ans,Non-vacciné,0
2021-07-23,60-69 ans,Vacciné 1 dose,1
2021-07-23,60-69 ans,Vacciné 2 doses,0
2021-07-23,60-69 ans,Vacciné 3 doses,0
2021-07-23,70-79 ans,Inconnu,0
2021-07-23,70-79 ans,Non-vacciné,0
2021-07-23,70-79 ans,Vacciné 1 dose,1
2021-07-23,70-79 ans,Vacciné 2 doses,0
2021-07-23,70-79 ans,Vacciné 3 doses,0
2021-07-23,80-89 ans,Inconnu,0
2021-07-23,80-89 ans,Non-vacciné,0
2021-07-23,80-89 ans,Vacciné 1 dose,0
2021-07-23,80-89 ans,Vacciné 2 doses,0
2021-07-23,80-89 ans,Vacciné 3 doses,0
2021-07-23,90 ans et plus,Inconnu,0
2021-07-23,90 ans et plus,Non-vacciné,0
2021-07-23,90 ans et plus,Vacciné 1 dose,0
2021-07-23,90 ans et plus,Vacciné 2 doses,0
2021-07-23,90 ans et plus,Vacciné 3 doses,0
2021-07-23,Inconnu,Inconnu,0
2021-07-23,Inconnu,Non-vacciné,0
2021-07-23,Inconnu,Vacciné 1 dose,0
2021-07-23,Inconnu,Vacciné 2 doses,0
2021-07-23,Inconnu,Vacciné 3 doses,0
2021-07-24,0-9 ans,0 à 4 ans,4
2021-07-24,0-9 ans,Inconnu,0
2021-07-24,0-9 ans,Non-vacciné,2
2021-07-24,0-9 ans,Vacciné 1 dose,0
2021-07-24,0-9 ans,Vacciné 2 doses,0
2021-07-24,0-9 ans,Vacciné 3 doses,0
2021-07-24,10-19 ans,Inconnu,0
2021-07-24,10-19 ans,Non-vacciné,3
2021-07-24,10-19 ans,Vacciné 1 dose,0
2021-07-24,10-19 ans,Vacciné 2 doses,2
2021-07-24,10-19 ans,Vacciné 3 doses,0
2021-07-24,20-29 ans,Inconnu,6
2021-07-24,20-29 ans,Non-vacciné,17
2021-07-24,20-29 ans,Vacciné 1 dose,11
2021-07-24,20-29 ans,Vacciné 2 doses,0
2021-07-24,20-29 ans,Vacciné 3 doses,0
2021-07-24,30-39 ans,Inconnu,2
2021-07-24,30-39 ans,Non-vacciné,8
2021-07-24,30-39 ans,Vacciné 1 dose,6
2021-07-24,30-39 ans,Vacciné 2 doses,2
2021-07-24,30-39 ans,Vacciné 3 doses,0
2021-07-24,40-49 ans,Inconnu,2
2021-07-24,40-49 ans,Non-vacciné,1
2021-07-24,40-49 ans,Vacciné 1 dose,4
2021-07-24,40-49 ans,Vacciné 2 doses,2
2021-07-24,40-49 ans,Vacciné 3 doses,0
2021-07-24,50-59 ans,Inconnu,1
2021-07-24,50-59 ans,Non-vacciné,1
2021-07-24,50-59 ans,Vacciné 1 dose,3
2021-07-24,50-59 ans,Vacciné 2 doses,1
2021-07-24,50-59 ans,Vacciné 3 doses,0
2021-07-24,60-69 ans,Inconnu,0
2021-07-24,60-69 ans,Non-vacciné,0
2021-07-24,60-69 ans,Vacciné 1 dose,1
2021-07-24,60-69 ans,Vacciné 2 doses,1
2021-07-24,60-69 ans,Vacciné 3 doses,0
2021-07-24,70-79 ans,Inconnu,0
2021-07-24,70-79 ans,Non-vacciné,1
2021-07-24,70-79 ans,Vacciné 1 dose,0
2021-07-24,70-79 ans,Vacciné 2 doses,0
2021-07-24,70-79 ans,Vacciné 3 doses,0
2021-07-24,80-89 ans,Inconnu,0
2021-07-24,80-89 ans,Non-vacciné,0
2021-07-24,80-89 ans,Vacciné 1 dose,0
2021-07-24,80-89 ans,Vacciné 2 doses,1
2021-07-24,80-89 ans,Vacciné 3 doses,0
2021-07-24,90 ans et plus,Inconnu,0
2021-07-24,90 ans et plus,Non-vacciné,0
2021-07-24,90 ans et plus,Vacciné 1 dose,0
2021-07-24,90 ans et plus,Vacciné 2 doses,0
2021-07-24,90 ans et plus,Vacciné 3 doses,0
2021-07-24,Inconnu,Inconnu,0
2021-07-24,Inconnu,Non-vacciné,0
2021-07-24,Inconnu,Vacciné 1 dose,0
2021-07-24,Inconnu,Vacciné 2 doses,0
2021-07-24,Inconnu,Vacciné 3 doses,0
2021-07-25,0-9 ans,0 à 4 ans,1
2021-07-25,0-9 ans,Inconnu,0
2021-07-25,0-9 ans,Non-vacciné,3
2021-07-25,0-9 ans,Vacciné 1 dose,0
2021-07-25,0-9 ans,Vacciné 2 doses,0
2021-07-25,0-9 ans,Vacciné 3 doses,0
2021-07-25,10-19 ans,Inconnu,1
2021-07-25,10-19 ans,Non-vacciné,5
2021-07-25,10-19 ans,Vacciné 1 dose,2
2021-07-25,10-19 ans,Vacciné 2 doses,0
2021-07-25,10-19 ans,Vacciné 3 doses,0
2021-07-25,20-29 ans,Inconnu,2
2021-07-25,20-29 ans,Non-vacciné,13
2021-07-25,20-29 ans,Vacciné 1 dose,8
2021-07-25,20-29 ans,Vacciné 2 doses,0
2021-07-25,20-29 ans,Vacciné 3 doses,0
2021-07-25,30-39 ans,Inconnu,2
2021-07-25,30-39 ans,Non-vacciné,6
2021-07-25,30-39 ans,Vacciné 1 dose,1
2021-07-25,30-39 ans,Vacciné 2 doses,0
2021-07-25,30-39 ans,Vacciné 3 doses,0
2021-07-25,40-49 ans,Inconnu,1
2021-07-25,40-49 ans,Non-vacciné,5
2021-07-25,40-49 ans,Vacciné 1 dose,3
2021-07-25,40-49 ans,Vacciné 2 doses,3
2021-07-25,40-49 ans,Vacciné 3 doses,0
2021-07-25,50-59 ans,Inconnu,0
2021-07-25,50-59 ans,Non-vacciné,5
2021-07-25,50-59 ans,Vacciné 1 dose,2
2021-07-25,50-59 ans,Vacciné 2 doses,1
2021-07-25,50-59 ans,Vacciné 3 doses,0
2021-07-25,60-69 ans,Inconnu,0
2021-07-25,60-69 ans,Non-vacciné,1
2021-07-25,60-69 ans,Vacciné 1 dose,0
2021-07-25,60-69 ans,Vacciné 2 doses,3
2021-07-25,60-69 ans,Vacciné 3 doses,0
2021-07-25,70-79 ans,Inconnu,0
2021-07-25,70-79 ans,Non-vacciné,0
2021-07-25,70-79 ans,Vacciné 1 dose,0
2021-07-25,70-79 ans,Vacciné 2 doses,1
2021-07-25,70-79 ans,Vacciné 3 doses,0
2021-07-25,80-89 ans,Inconnu,0
2021-07-25,80-89 ans,Non-vacciné,0
2021-07-25,80-89 ans,Vacciné 1 dose,0
2021-07-25,80-89 ans,Vacciné 2 doses,0
2021-07-25,80-89 ans,Vacciné 3 doses,0
2021-07-25,90 ans et plus,Inconnu,0
2021-07-25,90 ans et plus,Non-vacciné,0
2021-07-25,90 ans et plus,Vacciné 1 dose,0
2021-07-25,90 ans et plus,Vacciné 2 doses,0
2021-07-25,90 ans et plus,Vacciné 3 doses,0
2021-07-25,Inconnu,Inconnu,0
2021-07-25,Inconnu,Non-vacciné,0
2021-07-25,Inconnu,Vacciné 1 dose,0
2021-07-25,Inconnu,Vacciné 2 doses,0
2021-07-25,Inconnu,Vacciné 3 doses,0
2021-07-26,0-9 ans,0 à 4 ans,3
2021-07-26,0-9 ans,Inconnu,4
2021-07-26,0-9 ans,Non-vacciné,4
2021-07-26,0-9 ans,Vacciné 1 dose,0
2021-07-26,0-9 ans,Vacciné 2 doses,0
2021-07-26,0-9 ans,Vacciné 3 doses,0
2021-07-26,10-19 ans,Inconnu,1
2021-07-26,10-19 ans,Non-vacciné,5
2021-07-26,10-19 ans,Vacciné 1 dose,5
2021-07-26,10-19 ans,Vacciné 2 doses,0
2021-07-26,10-19 ans,Vacciné 3 doses,0
2021-07-26,20-29 ans,Inconnu,3
2021-07-26,20-29 ans,Non-vacciné,15
2021-07-26,20-29 ans,Vacciné 1 dose,13
2021-07-26,20-29 ans,Vacciné 2 doses,0
2021-07-26,20-29 ans,Vacciné 3 doses,0
2021-07-26,30-39 ans,Inconnu,2
2021-07-26,30-39 ans,Non-vacciné,7
2021-07-26,30-39 ans,Vacciné 1 dose,3
2021-07-26,30-39 ans,Vacciné 2 doses,4
2021-07-26,30-39 ans,Vacciné 3 doses,0
2021-07-26,40-49 ans,Inconnu,4
2021-07-26,40-49 ans,Non-vacciné,12
2021-07-26,40-49 ans,Vacciné 1 dose,7
2021-07-26,40-49 ans,Vacciné 2 doses,5
2021-07-26,40-49 ans,Vacciné 3 doses,0
2021-07-26,50-59 ans,Inconnu,0
2021-07-26,50-59 ans,Non-vacciné,2
2021-07-26,50-59 ans,Vacciné 1 dose,3
2021-07-26,50-59 ans,Vacciné 2 doses,1
2021-07-26,50-59 ans,Vacciné 3 doses,0
2021-07-26,60-69 ans,Inconnu,0
2021-07-26,60-69 ans,Non-vacciné,0
2021-07-26,60-69 ans,Vacciné 1 dose,1
2021-07-26,60-69 ans,Vacciné 2 doses,1
2021-07-26,60-69 ans,Vacciné 3 doses,0
2021-07-26,70-79 ans,Inconnu,2
2021-07-26,70-79 ans,Non-vacciné,0
2021-07-26,70-79 ans,Vacciné 1 dose,0
2021-07-26,70-79 ans,Vacciné 2 doses,1
2021-07-26,70-79 ans,Vacciné 3 doses,0
2021-07-26,80-89 ans,Inconnu,0
2021-07-26,80-89 ans,Non-vacciné,0
2021-07-26,80-89 ans,Vacciné 1 dose,0
2021-07-26,80-89 ans,Vacciné 2 doses,1
2021-07-26,80-89 ans,Vacciné 3 doses,0
2021-07-26,90 ans et plus,Inconnu,0
2021-07-26,90 ans et plus,Non-vacciné,0
2021-07-26,90 ans et plus,Vacciné 1 dose,0
2021-07-26,90 ans et plus,Vacciné 2 doses,1
2021-07-26,90 ans et plus,Vacciné 3 doses,0
2021-07-26,Inconnu,Inconnu,0
2021-07-26,Inconnu,Non-vacciné,0
2021-07-26,Inconnu,Vacciné 1 dose,0
2021-07-26,Inconnu,Vacciné 2 doses,0
2021-07-26,Inconnu,Vacciné 3 doses,0
2021-07-27,0-9 ans,0 à 4 ans,7
2021-07-27,0-9 ans,Inconnu,0
2021-07-27,0-9 ans,Non-vacciné,7
2021-07-27,0-9 ans,Vacciné 1 dose,0
2021-07-27,0-9 ans,Vacciné 2 doses,0
2021-07-27,0-9 ans,Vacciné 3 doses,0
2021-07-27,10-19 ans,Inconnu,1
2021-07-27,10-19 ans,Non-vacciné,12
2021-07-27,10-19 ans,Vacciné 1 dose,1
2021-07-27,10-19 ans,Vacciné 2 doses,0
2021-07-27,10-19 ans,Vacciné 3 doses,0
2021-07-27,20-29 ans,Inconnu,5
2021-07-27,20-29 ans,Non-vacciné,23
2021-07-27,20-29 ans,Vacciné 1 dose,18
2021-07-27,20-29 ans,Vacciné 2 doses,3
2021-07-27,20-29 ans,Vacciné 3 doses,0
2021-07-27,30-39 ans,Inconnu,2
2021-07-27,30-39 ans,Non-vacciné,13
2021-07-27,30-39 ans,Vacciné 1 dose,7
2021-07-27,30-39 ans,Vacciné 2 doses,3
2021-07-27,30-39 ans,Vacciné 3 doses,0
2021-07-27,40-49 ans,Inconnu,2
2021-07-27,40-49 ans,Non-vacciné,10
2021-07-27,40-49 ans,Vacciné 1 dose,5
2021-07-27,40-49 ans,Vacciné 2 doses,1
2021-07-27,40-49 ans,Vacciné 3 doses,0
2021-07-27,50-59 ans,Inconnu,2
2021-07-27,50-59 ans,Non-vacciné,4
2021-07-27,50-59 ans,Vacciné 1 dose,3
2021-07-27,50-59 ans,Vacciné 2 doses,2
2021-07-27,50-59 ans,Vacciné 3 doses,0
2021-07-27,60-69 ans,Inconnu,0
2021-07-27,60-69 ans,Non-vacciné,2
2021-07-27,60-69 ans,Vacciné 1 dose,1
2021-07-27,60-69 ans,Vacciné 2 doses,1
2021-07-27,60-69 ans,Vacciné 3 doses,0
2021-07-27,70-79 ans,Inconnu,1
2021-07-27,70-79 ans,Non-vacciné,0
2021-07-27,70-79 ans,Vacciné 1 dose,0
2021-07-27,70-79 ans,Vacciné 2 doses,0
2021-07-27,70-79 ans,Vacciné 3 doses,0
2021-07-27,80-89 ans,Inconnu,0
2021-07-27,80-89 ans,Non-vacciné,0
2021-07-27,80-89 ans,Vacciné 1 dose,0
